ID1,ID2,EdgeType,Score,Annotation
2681,2709,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0266
2712,2716,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
2722,2767,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
2752,2777,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
2752,2777,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
2781,2807,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
2795,2800,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9823
2822,2824,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0265
2829,2837,MS1 annotation,2.000,[M+Na]+ [M+K]+ dm/z=15.9734
2885,2953,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
2887,2896,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
2909,2917,MS1 annotation,5.000,[M+K]+ [M+Na]+ dm/z=15.9740
2909,2911,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
2909,2910,MS1 annotation,5.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
2910,2917,MS1 annotation,5.000,[M+K]+ [M+H]+ dm/z=37.9561
2910,2911,MS1 annotation,5.000,[M+NH4]+ [M+H]+ dm/z=17.0267
2910,2917,MS1 annotation,5.000,[M+K]+ [2M+2H]+2 dm/z=37.9561
2910,2911,MS1 annotation,5.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0267
2917,2929,MS1 annotation,5.000,[2M+Na]+ [M+K]+ dm/z=316.2096
2955,2956,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0267
2971,2973,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
2971,2973,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9550
2987,2995,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
2991,2994,MS1 annotation,3.000,[M+H]+ [2M+Na]+ dm/z=394.1964
2994,2999,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9816
3062,3068,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
3062,3068,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9554
3063,3069,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
3124,3126,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9820
3126,3140,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
3147,3148,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
3185,3186,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
3185,3186,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9927
3216,3217,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
