ID1,ID2,EdgeType,Score,Annotation
775,782,MS1 annotation,2.000,[M+Na]+ [M+K]+ dm/z=15.9739
784,843,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0267
792,793,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
792,793,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
797,803,MS1 annotation,2.000,[M+H]+ [M+K]+ dm/z=37.9561
852,853,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
856,887,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9923
887,890,MS1 annotation,3.000,[M+K]+ [M-H2O+H]+ dm/z=55.9666
887,890,MS1 annotation,3.000,[M+K]+ [2M-2H2O+2H]+2 dm/z=55.9666
900,902,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0262
900,902,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0262
928,931,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
928,931,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9551
948,949,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0267
966,967,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0265
966,968,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
967,968,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
967,968,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
974,1032,MS1 annotation,2.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0372
978,1021,MS1 annotation,2.000,[M+Na]+ [M+K]+ dm/z=15.9741
1015,1017,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
1015,1016,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0267
1015,1017,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9820
1015,1016,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0267
1016,1017,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
1016,1017,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
1082,1100,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9736
1090,1100,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
1090,1100,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9554
1133,1144,MS1 annotation,2.000,[M+NH4]+ [M+2H]+2 dm/z=491.1059
1133,1144,MS1 annotation,2.000,[2M+NH4]+ [M+H]+ dm/z=491.1059
1158,1160,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9822
1167,1168,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
1167,1168,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
1276,1319,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9561
1276,1319,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9561
1288,1290,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9554
1288,1290,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
1339,1351,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9816
1357,1359,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
1357,1359,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9821
1366,1368,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
1373,1379,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
1404,1418,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
1405,1411,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9818
1410,1481,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
1410,1481,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
1412,1413,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
1452,1453,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9554
1452,1453,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
1468,1469,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
1476,1478,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
1495,1496,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
1495,1496,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
1505,1521,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
1525,1526,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0265
1527,1532,MS1 annotation,2.000,[M+K]+ [M+Na]+ dm/z=15.9736
1566,1568,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
1567,1568,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9823
1567,1568,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9823
1575,1576,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9555
1575,1576,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
1613,1614,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0267
1631,1637,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
1631,1637,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9552
1635,1639,MS1 annotation,3.000,[M+H]+ [2M+Na]+ dm/z=394.1966
1639,1644,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
1646,1649,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9551
1646,1649,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
1656,1679,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9555
1656,1679,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
1667,1670,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
1674,1676,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
1674,1676,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9554
1677,1690,MS1 annotation,2.000,[M-NH3+K]+ [M+H]+ dm/z=20.9293
1677,1690,MS1 annotation,2.000,[M+K]+ [M+NH4]+ dm/z=20.9293
1700,1702,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9820
1702,1706,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0266
1715,1716,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
1745,1746,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
1750,1754,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
1750,1751,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9746
1750,1754,MS1 annotation,3.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9553
1751,1754,MS1 annotation,3.000,[M+NH4]+ [M+K]+ dm/z=20.9299
1751,1754,MS1 annotation,3.000,[M+H]+ [M-NH3+K]+ dm/z=20.9299
1778,1781,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
1778,1781,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9820
1806,1807,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
1806,1807,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
1832,1837,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
1890,1895,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
1893,1895,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
1893,1895,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
1912,1915,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9549
1912,1915,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9549
1914,1916,MS1 annotation,2.000,[M+K]+ [2M+Na]+ dm/z=396.1628
1922,1923,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9547
1922,1923,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9547
1929,1938,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
1929,1931,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
1929,1938,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9553
1943,1948,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9544
1943,1948,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9544
1948,1955,MS1 annotation,3.000,[M+NH4]+ [2M+Na]+ dm/z=453.1856
1955,1959,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
1955,1959,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9551
2015,2029,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
2017,2018,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
2049,2050,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
2079,2080,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
2079,2080,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9552
2082,2083,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
2097,2101,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
2129,2130,MS1 annotation,2.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9925
2148,2149,MS1 annotation,2.000,[2M+H]+ [M+Na]+ dm/z=214.1572
2154,2155,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
2154,2155,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9925
2197,2201,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9819
2235,2237,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9819
2244,2247,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
2244,2246,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0267
2244,2247,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
2246,2247,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9820
2252,2253,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
2252,2253,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9554
2281,2282,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
2281,2282,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9820
2284,2287,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
2284,2293,MS1 annotation,3.000,[M+K]+ [M+NH4]+ dm/z=20.9286
2284,2287,MS1 annotation,3.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9550
2284,2293,MS1 annotation,3.000,[M-NH3+K]+ [M+H]+ dm/z=20.9286
2285,2286,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
2287,2293,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9735
2308,2309,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9912
2308,2309,MS1 annotation,2.000,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9912
2344,2348,MS1 annotation,3.000,[2M+Na]+ [M+NH4]+ dm/z=519.2688
2344,2347,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
2352,2354,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
2418,2419,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
2484,2485,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9822
2487,2488,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
2562,2563,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9814
2562,2563,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9814
2584,2590,MS1 annotation,3.000,[M+K]+ [M+H]+ dm/z=37.9557
2584,2589,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9815
2589,2590,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9742
2617,2618,MS1 annotation,3.000,[2M+H]+ [M+Na]+ dm/z=570.2856
2617,2619,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9811
2627,2628,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9554
2627,2628,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
2668,2669,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9518
2695,2698,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9814
2715,2717,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
2715,2717,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9550
2719,2720,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9562
2719,2720,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9562
2727,2728,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
2727,2728,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9816
2736,2737,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
2816,2818,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
2816,2818,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9551
2818,2822,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9749
2832,2833,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9549
2838,2841,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9558
2838,2841,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9558
2886,2887,MS1 annotation,2.000,[M+K]+ [M+Na]+ dm/z=15.9738
2892,2898,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
2892,2898,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9551
2898,2910,MS1 annotation,3.000,[M+K]+ [M+Na]+ dm/z=15.9736
2904,2908,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9541
2904,2908,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9541
2919,2920,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
2919,2920,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9555
2926,2927,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9552
2926,2927,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
2945,2946,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9540
2945,2946,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9540
2948,2949,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9579
2975,2976,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9544
