CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
13874	15526	4	0.8675	30.010
13874	16023	4	0.8891	179.079
20463	20641	4	0.9643	0.000
10887	19742	4	0.9328	-8.099
13529	13907	4	0.9739	0.001
17494	18813	4	0.873	-2.015
20641	20863	4	0.9342	0.000
10887	17515	4	0.9135	5.917
12283	13238	4	0.9206	-33.987
10574	16989	4	0.8981	-48.000
20463	20863	4	0.9254	0.000
15865	16023	4	0.9298	17.027
12283	16436	4	0.9256	-45.984
19409	19475	4	0.9778	-0.000
13214	15703	4	0.9362	19.969
17919	20817	4	0.9359	-28.032
13598	14135	4	0.9019	132.042
10887	15703	4	0.9301	19.933
9786	13907	4	0.9209	-26.016
20641	21412	4	0.8475	-14.016
12667	20682	4	0.9086	-56.063
19993	20817	4	0.9521	-14.016
16281	19531	4	0.9331	-28.030
20183	20463	4	0.9521	-0.000
13214	13529	4	0.9441	21.984
16281	17870	4	0.9198	-14.014
20606	20641	4	0.8691	402.190
16769	17088	4	0.8982	-0.001
19475	20463	4	0.8765	46.042
16305	19478	4	0.8838	0.000
12667	19202	4	0.921	-42.047
19409	20463	4	0.8752	46.042
17870	17919	4	0.9622	0.000
10053	18457	4	0.8767	-42.047
19409	20641	4	0.8525	46.042
19070	19475	4	0.9126	-0.000
20463	20606	4	0.8709	-402.190
12738	18685	4	0.8879	0.000
18553	19202	4	0.8768	-14.016
9786	15192	4	0.9207	-28.032
10887	12283	4	0.919	33.949
19376	19475	4	0.9185	448.230
16298	19531	4	0.9257	-28.032
14359	15865	4	0.8487	-17.027
19475	19661	4	0.9661	0.000
25223	25308	5	0.7874	-0.000
25292	25308	5	0.7795	2.014
25223	25656	5	0.8679	-2.015
25292	27565	5	0.7899	-0.038
25841	26971	5	0.9012	-0.001
25479	27565	5	0.7822	-2.051
25236	27579	5	0.8182	25.974
25614	26789	5	0.9341	-0.106
26048	27565	5	0.7778	3.996
25614	25841	5	0.9412	-0.105
27565	27579	5	0.7641	26.013
25769	27564	5	0.8269	25.979
25223	27565	5	0.7728	-2.053
25256	25614	5	0.9369	-1.013
24219	25614	5	0.9484	-26.053
25167	25308	5	0.7727	46.040
25223	25236	5	0.8059	-2.014
25236	27564	5	0.8281	25.977
25292	27564	5	0.8003	25.978
25236	25292	5	0.8463	-0.000
25223	25292	5	0.7782	-2.014
26048	26051	5	0.7609	0.003
25479	26048	5	0.7534	-6.047
25236	25769	5	0.8525	-0.001
25308	25479	5	0.7714	-0.001
25308	25656	5	0.7873	-2.015
25292	27579	5	0.7845	25.974
25292	25769	5	0.8319	-0.001
25499	26971	5	0.86	-0.108
25308	27565	5	0.7974	-2.052
25236	27565	5	0.8125	-0.039
27564	27565	5	0.8353	-26.016
25223	25499	5	0.8383	-2.015
23460	24261	6	0.9156	-2.017
20683	23592	6	0.8966	-10.021
23426	23642	6	0.9477	-0.000
22544	22975	6	0.8886	15.995
20683	21524	6	0.8878	-44.027
23058	23457	6	0.9243	-0.000
22842	22957	6	0.9471	-0.000
22544	23037	6	0.9207	0.000
22331	23763	6	0.9344	-0.001
26746	27326	6	0.9191	0.000
19143	21524	6	0.8811	-26.016
22387	26746	6	0.9223	141.020
22749	24314	6	0.9174	141.018
22331	22975	6	0.9321	-0.000
23447	23607	6	0.9476	-0.000
22946	23066	6	0.9473	0.000
22854	23058	6	0.9012	-74.037
23443	23592	6	0.9362	-0.001
22946	23460	6	0.8868	-28.031
22817	24261	6	0.8985	134.020
21855	22331	6	0.914	0.000
22842	23058	6	0.948	0.000
22504	23064	6	0.882	127.017
22817	23257	6	0.9084	88.015
21855	24191	6	0.8987	-0.000
27432	27987	6	0.8979	0.000
22504	22505	6	0.8909	-18.010
22331	22854	6	0.939	-0.000
22538	23443	6	0.9095	18.011
22565	22854	6	0.9032	15.995
22842	26746	6	0.9073	-0.000
22343	22957	6	0.9432	0.000
22957	23058	6	0.9512	0.000
24227	24261	6	0.91	17.026
20522	20683	6	0.9003	18.011
22352	22504	6	0.9315	-0.000
22815	22817	6	0.8945	-260.030
22683	23233	6	0.9247	-0.000
23560	27504	6	0.8821	0.000
23547	23850	6	0.9443	-14.016
20683	22815	6	0.8942	-10.020
22343	22387	6	0.9335	-141.020
22387	22957	6	0.926	141.020
26952	27325	6	0.8934	141.019
22941	23449	6	0.8808	-2.015
22352	23066	6	0.9114	144.043
23233	23457	6	0.9267	0.000
22565	23547	6	0.9322	-14.015
22367	22680	6	0.9077	88.017
