ID1,ID2,EdgeType,Score,Annotation
9,10,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0267
9,10,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0267
41,42,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
41,42,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
52,56,MS1 annotation,5.000,[M+H]+ [M+K]+ dm/z=37.9558
52,57,MS1 annotation,5.000,[M+Na]+ [M+K]+ dm/z=15.9739
54,56,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0265
54,57,MS1 annotation,5.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
55,56,MS1 annotation,5.000,[M+H]+ [2M+NH4]+ dm/z=359.1215
56,57,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9819
69,72,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
69,72,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0265
141,159,MS1 annotation,3.000,[M+H]+ [2M+NH4]+ dm/z=371.1229
159,169,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9822
220,221,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9552
220,221,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
255,261,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9740
255,264,MS1 annotation,3.000,[M+H]+ [M+K]+ dm/z=37.9557
261,264,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9817
288,338,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9566
288,310,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9826
288,338,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9566
305,311,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
305,311,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
310,338,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0260
445,446,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
445,446,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
461,463,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9818
461,465,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
461,465,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9551
463,465,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0267
463,465,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0267
477,478,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
522,523,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0268
522,524,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9825
522,523,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0268
522,524,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9825
523,524,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
