ID1,ID2,EdgeType,Score,Annotation
4652,4662,MS1 annotation,5.000,[M+NH4]+ [M+H]+ dm/z=17.0266
4652,4654,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9817
4652,4666,MS1 annotation,5.000,[M+K]+ [2M+2H]+2 dm/z=37.9559
4652,4662,MS1 annotation,5.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
4652,4654,MS1 annotation,5.000,[M+Na]+ [2M+2H]+2 dm/z=21.9817
4654,4666,MS1 annotation,5.000,[M+K]+ [M+Na]+ dm/z=15.9742
4662,4666,MS1 annotation,5.000,[M+K]+ [M+NH4]+ dm/z=20.9293
4673,4674,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
4763,4769,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9818
4810,4859,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
4810,4859,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9816
4812,4815,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
4822,4833,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
4825,4846,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
4933,4967,MS1 annotation,2.000,[M+2H]+2 [M+NH4]+ dm/z=491.1056
4937,4990,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0265
5036,5064,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
5038,5053,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9548
5093,5097,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9817
5175,5224,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
5221,5227,MS1 annotation,2.000,[M+NH4]+ [M+ACN+H]+ dm/z=23.9977
5259,5260,MS1 annotation,3.000,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.0374
5282,5283,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
5315,5316,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
5329,5330,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
5351,5367,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
5372,5384,MS1 annotation,2.000,[M+K]+ [M+Na]+ dm/z=15.9745
5386,5404,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9814
5425,5426,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
