ID1,ID2,EdgeType,Score,Annotation
9,10,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0267
9,10,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0267
40,41,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
40,41,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
51,55,MS1 annotation,5.000,[M+H]+ [M+K]+ dm/z=37.9558
51,56,MS1 annotation,5.000,[M+Na]+ [M+K]+ dm/z=15.9739
53,55,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0265
53,56,MS1 annotation,5.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
54,55,MS1 annotation,5.000,[M+H]+ [2M+NH4]+ dm/z=359.1215
55,56,MS1 annotation,5.000,[M+Na]+ [M+H]+ dm/z=21.9819
68,71,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
68,71,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0265
138,155,MS1 annotation,3.000,[M+H]+ [2M+NH4]+ dm/z=371.1229
155,165,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9822
215,216,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
215,216,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9552
250,256,MS1 annotation,3.000,[M+H]+ [M+K]+ dm/z=37.9557
250,254,MS1 annotation,3.000,[M+Na]+ [M+K]+ dm/z=15.9740
254,256,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9817
279,300,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9826
279,327,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9566
279,327,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9566
295,301,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
295,301,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
300,327,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0260
434,435,MS1 annotation,2.000,[M-NH3+Na]+ [M+H]+ dm/z=4.9553
434,435,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
450,454,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
450,452,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9818
450,454,MS1 annotation,2.000,[M+H]+ [M-NH3+Na]+ dm/z=4.9551
452,454,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0267
452,454,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0267
466,467,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
508,509,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0268
508,510,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9825
508,509,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0268
508,510,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9825
509,510,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9557
