ID1,ID2,EdgeType,Score,Annotation
5732,5737,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
5736,5740,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9819
5750,5760,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
5824,5825,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
5889,5902,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
5900,5905,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
5900,5905,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0264
5929,5935,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
5968,5971,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0263
6012,6019,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9817
6012,6019,MS1 annotation,3.000,[M+Na]+ [2M+2H]+2 dm/z=21.9817
6018,6019,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9551
6108,6233,MS1 annotation,2.000,[M+ACN+2H]+2 [M+Na]+ dm/z=207.1107
6145,6147,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9817
6145,6159,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9559
6145,6157,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0266
6145,6147,MS1 annotation,4.000,[M+Na]+ [2M+2H]+2 dm/z=21.9817
6145,6159,MS1 annotation,4.000,[M+K]+ [2M+2H]+2 dm/z=37.9559
6145,6157,MS1 annotation,4.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
6147,6159,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9742
6147,6157,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6157,6159,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9293
6169,6170,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6203,6219,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6209,6210,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6238,6239,MS1 annotation,2.000,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9928
6262,6365,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
6267,6274,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
6276,6288,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9821
6344,6350,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
6403,6404,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9816
6411,6413,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
6411,6413,MS1 annotation,2.000,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.0370
6455,6491,MS1 annotation,3.000,[M+H]+ [2M+NH4]+ dm/z=491.1056
6457,6491,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0258
6458,6519,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0265
6458,6509,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
6463,6467,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9816
6476,6488,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0266
6489,6490,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0268
6489,6490,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0268
6566,6597,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
6568,6587,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9548
6632,6649,MS1 annotation,2.000,[M+Na]+ [M+K]+ dm/z=15.9739
6710,6717,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9817
