CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
6073	6159	9	0.9145	15.995
3228	4188	9	0.806	57.058
5192	5967	9	0.8391	-167.204
3665	4567	9	0.8445	46.006
3204	4567	9	0.84	15.995
5970	6073	9	0.9359	-28.031
3500	3665	9	0.8767	-30.010
3153	3204	9	0.8952	15.995
3204	3222	9	0.7824	-117.078
3222	3494	9	1.0	0.000
5192	6159	9	0.8412	-223.266
3443	3665	9	1.0	0.000
4188	4462	9	0.8431	-53.120
2819	3201	9	0.8488	14.991
4462	5192	9	0.707	-14.963
3493	3500	9	0.8471	1.003
4462	5147	9	0.8056	57.058
3443	4567	9	0.8445	46.006
2819	3665	9	0.9493	-14.016
3493	4567	9	0.8141	16.999
2819	3204	9	0.8952	15.995
4462	6159	9	0.7923	-238.230
4462	5970	9	0.7696	-226.193
3500	4567	9	0.84	15.996
4462	6072	9	0.7896	-210.198
3494	3500	9	0.7824	117.078
3153	3500	9	0.8952	15.995
3228	4462	9	0.8785	3.938
2819	4567	9	0.9187	31.990
3222	3500	9	0.7824	117.078
5192	5970	9	0.8582	-211.230
5147	5996	9	0.8775	-112.125
4188	4567	9	0.7541	-42.021
2819	3493	9	0.8488	14.991
4462	6073	9	0.774	-254.224
3201	3665	9	0.8198	-29.007
3153	3493	9	0.8488	14.991
3204	3443	9	0.8767	-30.011
5967	6073	9	0.9019	-72.057
4188	5147	9	0.7756	3.938
3204	3665	9	0.8767	-30.010
3201	3500	9	0.8471	1.003
3201	3493	9	1.0	-0.001
2819	3153	9	1.0	-0.000
5967	6072	9	0.9184	-28.031
4462	5967	9	0.7999	-182.167
5970	6072	9	0.9312	15.995
2819	3500	9	0.8952	15.994
3153	3665	9	0.9493	-14.016
3493	3665	9	0.8198	-29.007
3153	3443	9	0.9493	-14.016
5967	6159	9	0.9057	-56.062
2819	3443	9	0.9493	-14.016
3201	3204	9	0.8471	1.003
6072	6159	9	0.9356	-28.031
5970	6159	9	0.922	-12.037
3201	4567	9	0.8193	16.999
3443	3493	9	0.8198	29.007
3204	3494	9	0.7824	-117.078
6234	6274	10	1.0	0.001
6020	6165	11	0.9828	179.079
6094	6387	11	0.8246	-126.009
6158	6322	11	0.7328	-28.031
5933	5935	11	0.9316	-17.026
5931	6191	11	0.9513	-0.000
6094	7415	11	0.8839	2.016
5901	5931	11	0.9238	-28.031
6157	6158	11	0.7006	-18.011
6133	6158	11	1.0	-0.000
5902	6049	11	0.9253	179.080
7188	7516	11	0.9325	0.000
5924	5926	11	0.904	179.080
6020	6044	11	0.9843	179.079
5944	6001	11	0.9629	-2.015
