formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id	featureId
1	C27H36F3N5O6	[M + H]+	C27H36F3N5O6	0.7341708542713569	46.96130787273728	46.96130787273728	0.0	10	0.6416030755058214	1.1765930110566416	3.1655538081952965	4.150495161891629		584.27147	155.42	342_clematis_10_species_crop2-10min_231127_orbi_siri_345	345
1	C25H45N3O8	[M + K]+	C25H45N3O8	0.992964824120603	232.8591745611459	229.58912502681662	3.270049534329263	38	0.8464060299626799	8.316192421746432	8.316192421746432	-3.56046313023756		554.28185	155.57	343_clematis_10_species_crop2-10min_231127_orbi_siri_346	346
1	C18H28O9	[M + Na]+	C18H28O9	0.39949748743718594	3.4766048819556454	3.4766048819556454	0.0	1	0.0	-0.28985160276839905	0.28985160276839905	-0.2995801210237047		411.16243	156.23	344_clematis_10_species_crop2-10min_231127_orbi_siri_347	347
1	C20H35NO9	[M + H]+	C20H35NO9	0.9688442211055277	53.4075904951362	53.4075904951362	0.0	13	0.8091380349608195	4.232641824943328	4.232641824943328	-0.3411769232428178		434.23831	156.23	345_clematis_10_species_crop2-10min_231127_orbi_siri_348	348
1	C18H37NO8	[M + H]+	C18H37NO8	0.9999999999999999	69.76205050297163	69.76205050297163	0.0	19	0.9503055473895555	7.5474420660083075	7.5474420660083075	0.7227685996461515		396.25948	154.95	346_clematis_10_species_crop2-10min_231127_orbi_siri_349	349
1	C16H18O8	[M + K]+	C16H18O8	0.7944723618090451	3.399169926402264	3.399169926402264	0.0	1	0.0	1.2050054489768611	1.2050054489768611	1.2050054489768611		377.06378	155.73	347_clematis_10_species_crop2-10min_231127_orbi_siri_350	350
1	C17H14N4O4	[M + Na]+	C17H14N4O4	0.9994974874371858	33.16836783179245	29.898470001774974	3.269897830017476	13	0.7831335803007191	1.361994761705684	3.0187683685456004	-2.397265020228011		361.08986	156.04	348_clematis_10_species_crop2-10min_231127_orbi_siri_351	351
1	C16H18O8	[M + H]+	C16H18O8	0.9989949748743717	28.13197436980958	28.13197436980958	0.0	4	0.9830533906458248	5.576038639811919	5.576038639811919	1.905032432312438		339.10809	155.73	349_clematis_10_species_crop2-10min_231127_orbi_siri_352	352
1	C21H22O11	[M + H]+	C21H22O11	0.9999999999999999	143.64248295260435	137.42622350029498	6.216259452309372	51	0.9825914871639277	4.479337546690326	4.479337546690326	2.4650039245402238		451.12460	156.21	350_clematis_10_species_crop2-10min_231127_orbi_siri_353	353
1	C22H18N4O7	[M + Na]+	C22H18N4O7	0.7190954773869346	23.15016894199107	22.3396780731733	0.8104908688177693	6	0.4640869256276646	2.3120676730906564	2.3120676730906564	-0.5487476604129473		473.10651	156.21	351_clematis_10_species_crop2-10min_231127_orbi_siri_354	354
1	C10H16O	[M + H]+	C10H16O	0.9999999999999999	97.24726093945063	97.24726093945063	0.0	27	0.957642978712682	10.269166973861786	10.269166973861786	0.3814855499685156		153.12745	154.95	352_clematis_10_species_crop2-10min_231127_orbi_siri_355	355
1	C16H20O9	[M + Na]+	C16H20O9	0.9211055276381912	6.976767865077034	6.976767865077034	0.0	4	0.8029835250402996	0.9851752179558114	1.960442958235586	-0.06045923180128527		379.09993	161.32	353_clematis_10_species_crop2-10min_231127_orbi_siri_356	356
1	C17H26O7	[M + H]+	C17H26O7	0.9999999999999999	95.89164756391177	93.092517187966	2.799130375945782	16	0.8048404900451072	5.896402471321775	5.896402471321775	1.0501213519314794		343.17549	156.36	354_clematis_10_species_crop2-10min_231127_orbi_siri_357	357
1	C18H25NO8	[M + H]+	C18H25NO8	0.9964824120603014	19.405466994419378	16.102815601025398	3.3026513933939796	4	0.5750823771772942	4.815648583358333	4.815648583358333	0.46018688114106315		384.16547	156.36	355_clematis_10_species_crop2-10min_231127_orbi_siri_358	358
1	C33H38O22	[M + H]+	C33H38O22	0.9999999999999999	74.1812201511199	67.70805149769669	6.473168653423216	18	0.980838278090631	5.694012903999509	5.694012903999509	1.9953039161642172		787.19432	156.49	356_clematis_10_species_crop2-10min_231127_orbi_siri_359	359
1	C20H30O11	[M + Na]+	C20H30O11	0.9944723618090451	53.05946224850141	49.838277696404006	3.221184552097405	18	0.7116804568411033	3.134145299050375	3.134145299050375	-1.0923179219488972		469.16752	156.81	357_clematis_10_species_crop2-10min_231127_orbi_siri_360	360
1	C15H23NO7	[M + H]+	C15H23NO7	0.7984924623115578	18.180743052776226	14.476384616159205	3.704358436617021	5	0.28764651727601886	3.8696138297857434	3.8696138297857434	0.5193680586963252		330.15490	156.64	360_clematis_10_species_crop2-10min_231127_orbi_siri_363	363
1	C13H16O7	[M + Na]+	C13H16O7	0.9708542713567841	8.918535540477885	5.81883600780713	3.0996995326707553	2	0.5344181827882409	1.4678907417957059	2.3521989708832445	-0.8582562407811333		307.07856	156.93	361_clematis_10_species_crop2-10min_231127_orbi_siri_364	364
1	C19H30O8	[M + Na]+	C19H30O8	0.9477386934673366	8.952362735364407	3.4067351541818205	5.545627581182586	1	0.0	-1.1183755910277229	1.1183755910277229	-0.9008687128371624		409.18292	157.02	364_clematis_10_species_crop2-10min_231127_orbi_siri_367	367
1	C20H37FO5S	[M + H]+	C20H37FO5S	0.8085427135678392	69.42511175968028	69.42511175968028	0.0	15	0.8134026318122787	-1.3015021965097708	1.484727935567363	4.2029833467443956		409.24357	157.11	365_clematis_10_species_crop2-10min_231127_orbi_siri_368	368
1	C19H36O9	[M + Na]+	C19H36O9	0.9447236180904522	7.196537310033678	3.58970825522265	3.606829054811028	2	0.05755312373342598	1.117672637562641	1.117672637562641	0.9891989929527997		431.22558	157.11	366_clematis_10_species_crop2-10min_231127_orbi_siri_369	369
1	C15H23NO8	[M + H]+	C15H23NO8	0.9999999999999999	96.97349307462945	93.28088048224014	3.6926125923893034	29	0.9854729305524589	7.2651704618857265	7.2651704618857265	0.7131358890142264		346.14989	157.3	367_clematis_10_species_crop2-10min_231127_orbi_siri_370	370
