CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1226	3612	26	0.8541	-10.984
1521	3614	26	0.9401	-226.089
1256	1285	26	0.8901	-391.112
2755	2877	26	0.871	104.011
1289	2174	26	0.9284	-14.016
2589	2877	26	0.9059	-204.100
1799	2185	26	0.8754	197.090
2185	3354	26	0.8624	-46.042
1290	1292	26	0.8924	-18.011
2589	2875	26	0.9298	-127.016
1301	2164	26	0.926	-14.016
4004	5256	26	0.8751	-34.130
2164	2256	26	0.9417	-149.069
1656	3130	26	0.8738	7.005
1402	2166	26	0.8502	162.053
2185	2875	26	0.9072	-32.027
1285	1553	26	0.9248	242.078
1448	3612	26	0.8562	-335.089
2205	2256	26	0.9687	256.094
2338	2603	26	0.8529	-14.015
2174	2185	26	0.8632	-144.042
1521	2178	26	0.8799	-353.105
4972	5041	26	0.8725	-14.016
1521	3612	26	0.9185	-191.052
2168	2213	26	0.9179	406.147
2589	3614	26	0.9244	-356.111
1799	2213	26	0.9385	162.053
1402	2185	26	0.9021	-14.015
1256	1290	26	0.8577	-356.074
1401	2166	26	0.9503	0.000
1401	2154	26	0.9158	-14.016
3446	3783	26	0.8987	-14.016
3612	3614	26	0.9341	-35.037
3446	3461	26	0.9585	-17.027
1799	2256	26	0.9755	30.010
1321	3614	26	0.9111	-64.031
2185	4972	26	0.8802	-278.225
1256	1287	26	0.9533	-16.991
2104	2205	26	0.8593	-17.027
1799	2104	26	0.8637	-209.057
1656	2338	26	0.8962	-14.016
1256	1289	26	0.878	162.089
1799	2178	26	0.8886	-191.048
2589	2603	26	0.9136	18.011
1396	2335	26	0.8874	0.000
2875	2877	26	0.9427	-77.084
511	746	26	0.8681	-162.053
4791	4976	26	0.8433	-45.058
2154	3185	26	0.8881	-46.042
2872	2874	26	0.9098	434.178
3487	4715	26	0.8429	322.069
2338	4004	26	0.8973	-226.084
2142	3130	26	0.8626	-46.042
1799	2164	26	0.9581	179.079
1448	2338	26	0.8949	18.011
2589	2874	26	0.8949	-176.069
1292	1301	26	0.9563	374.121
1321	1521	26	0.9177	162.057
2164	4715	26	0.8912	162.053
3429	3446	26	0.9045	45.057
1553	2256	26	0.8975	-14.016
2174	2862	26	0.9477	-14.016
1287	1289	26	0.8443	179.079
1289	4715	26	0.8699	-14.016
1256	1301	26	0.9496	0.036
2338	3612	26	0.8954	-353.100
3612	3616	26	0.8552	-63.068
2104	3160	26	0.8535	194.078
2174	3156	26	0.8764	14.016
2164	2174	26	0.9345	162.053
2104	2256	26	0.8546	239.067
1287	1290	26	0.857	-339.084
1301	1402	26	0.878	18.010
1301	1553	26	0.89	-149.069
3461	3783	26	0.8403	3.011
2875	3354	26	0.9069	-14.015
3429	3461	26	0.9058	28.031
2104	2168	26	0.8576	-35.038
2838	2923	26	0.9519	374.120
2154	2166	26	0.8557	14.016
1287	1553	26	0.9244	-132.043
2874	2877	26	0.9528	-28.031
3612	4004	26	0.9031	127.016
2168	2256	26	0.9603	274.105
2174	3487	26	0.8561	-322.069
2178	2877	26	0.8714	279.027
3185	3354	26	0.8993	-162.053
2205	2213	26	0.9201	388.137
4791	4972	26	0.8504	-28.031
1521	2338	26	0.9206	162.048
2862	4715	26	0.9043	14.016
2871	2873	26	0.8595	1.003
3612	4154	26	0.8538	127.016
2589	3612	26	0.9049	-321.074
1285	1290	26	0.8471	35.037
2142	2154	26	0.8589	-32.026
3160	3614	26	0.8945	-49.053
2174	4715	26	0.9338	-0.000
1256	1402	26	0.842	18.046
2603	3185	26	0.8464	3.011
2205	3461	26	0.9129	226.105
4791	5111	26	0.8461	-30.047
2178	3614	26	0.9121	127.016
2537	2589	26	0.8917	28.031
1285	1292	26	0.9736	17.026
2213	4791	26	0.8506	-215.156
1226	3614	26	0.8862	-46.021
1401	3156	26	0.8631	-18.010
1521	4004	26	0.945	-64.036
1289	2862	26	0.8684	-28.031
1321	4004	26	0.8813	98.021
1448	1521	26	0.8824	-144.038
2874	2875	26	0.902	49.052
1289	1301	26	0.9002	-162.053
1226	1321	26	0.9489	18.011
2164	2213	26	0.9237	-17.026
2178	2256	26	0.8727	221.058
2923	5041	26	0.8457	-215.156
1226	4004	26	0.8751	116.032
2589	4004	26	0.8885	-194.058
2256	3461	26	0.8427	-29.989
4976	4978	26	0.8525	-28.031
1290	1402	26	0.9154	374.120
2185	2256	26	0.8551	-167.080
1799	2205	26	0.9718	-226.084
3614	4004	26	0.9238	162.053
2168	2205	26	0.9944	18.011
1289	1402	26	0.849	-144.043
