CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
2362	2468	9	0.8495	-8.005
2413	2490	9	0.9102	-28.029
2523	2591	9	0.8854	-28.032
1975	2027	9	0.8948	162.053
2356	2506	9	0.879	-54.056
2380	2384	9	0.8507	12.002
2432	2559	9	0.9436	-30.046
1947	2112	9	0.8946	-28.032
2403	2453	9	0.9329	-2.016
2431	2497	9	0.9299	-28.031
2373	2447	9	0.9354	162.053
2497	2591	9	0.9659	162.053
2106	2107	9	0.8534	-18.011
1975	1986	9	0.9228	17.027
2027	2036	9	0.9156	17.026
2382	2427	9	0.8905	-14.016
2373	2453	9	0.9441	-28.032
2373	2403	9	0.9273	-26.016
2484	2558	9	0.9184	-28.032
2355	2490	9	0.8982	-30.046
2425	2490	9	0.9613	-0.008
2373	2382	9	0.8928	12.000
2461	2508	9	0.8302	-2.017
2257	2259	9	0.8226	-15.995
2428	2492	9	0.9367	-28.031
2060	2170	9	0.8592	-0.001
2380	2431	9	0.9191	-2.014
2355	2425	9	0.9183	-30.038
2375	2432	9	0.839	-2.014
2492	2558	9	0.9792	-0.009
2356	2561	9	0.8875	-30.056
2431	2447	9	0.941	-26.015
2070	2406	9	0.8749	-10.058
2022	2036	9	0.889	-162.053
2490	2506	9	0.9321	-26.016
2107	2108	9	0.8343	172.014
2561	2567	9	0.9316	26.016
2465	2597	9	0.8298	21.986
2490	2492	9	0.9004	162.062
2382	2413	9	0.9319	11.998
1947	2022	9	0.8874	-28.031
2382	2490	9	0.9015	-16.031
2445	2447	9	0.9223	2.008
1986	2036	9	0.8204	162.052
2403	2468	9	0.8861	162.053
2362	2465	9	0.8575	162.051
2358	2380	9	0.8856	-26.018
2431	2558	9	0.9241	-30.046
2500	2546	9	0.8828	24.000
2356	2567	9	0.8409	-4.041
2460	2527	9	0.8263	-28.032
2382	2425	9	0.9153	-16.022
2413	2425	9	0.9371	-28.021
2453	2506	9	0.9139	-2.015
2486	2559	9	0.9325	-28.031
2317	2412	9	0.8588	-35.039
2373	2506	9	0.8824	-30.047
2468	2515	9	0.9412	-2.016
2060	2499	9	0.8912	2.016
2413	2506	9	0.9281	-54.045
2312	2315	9	0.8362	51.031
1872	1924	9	0.9067	0.000
1975	1984	9	0.894	341.132
2427	2490	9	0.9089	-2.015
2315	2412	9	0.8657	127.014
2445	2558	9	0.9426	-2.023
2355	2453	9	0.9479	-54.048
2027	2113	9	0.8557	162.052
2465	2532	9	0.8527	-2.014
2432	2521	9	0.8938	-54.046
2355	2427	9	0.8984	-28.031
2382	2453	9	0.9348	-40.032
2259	2312	9	0.8772	162.053
2453	2515	9	0.91	162.054
2428	2515	9	0.9156	-52.040
2449	2486	9	0.8727	24.000
2315	2449	9	0.8701	162.053
2427	2453	9	0.9215	-26.016
1986	2022	9	0.8613	324.105
2027	2112	9	0.9519	179.079
2566	2567	9	0.8916	-341.132
2447	2449	9	0.9255	179.079
2380	2523	9	0.8556	160.039
2413	2567	9	0.8934	-4.030
2432	2449	9	0.9072	-26.015
2070	2108	9	0.825	-2.016
1945	2006	9	0.9382	-28.031
1943	2358	9	0.8479	-232.182
2499	2527	9	0.8524	-427.293
2449	2521	9	0.87	-28.031
2484	2544	9	0.9318	-2.016
2358	2523	9	0.8565	134.021
2432	2523	9	0.8844	-17.026
2358	2417	9	0.8541	-2.016
2312	2412	9	0.8433	178.045
2425	2558	9	0.9297	162.044
2355	2431	9	0.9484	162.052
2020	2132	9	0.8433	-44.026
2375	2559	9	0.8518	-32.060
1984	2027	9	0.9432	-179.079
2413	2561	9	0.9139	-30.045
2069	2070	9	0.9027	172.014
2447	2484	9	0.9103	24.000
2027	2051	9	0.8576	30.011
2413	2428	9	0.8984	162.064
2425	2427	9	0.9307	2.006
2316	2465	9	0.8712	162.050
2017	2060	9	0.8212	141.019
2497	2558	9	0.9494	-2.015
2490	2567	9	0.9025	24.000
2355	2432	9	0.8959	341.132
1947	1984	9	0.8902	-28.031
2317	2449	9	0.8791	0.000
2496	2499	9	0.894	260.214
2432	2486	9	0.932	-2.015
1984	2112	9	0.9413	-0.001
2425	2561	9	0.9088	-2.024
2315	2399	9	0.8375	-15.014
2492	2544	9	0.9247	26.006
2152	2168	9	0.8379	114.029
2375	2546	9	0.8254	-6.045
2486	2546	9	0.8483	-2.016
2108	2499	9	0.8527	-21.984
2431	2484	9	0.934	-2.015
2380	2447	9	0.9324	-28.029
2427	2497	9	0.9434	162.053
2500	2591	9	0.8829	-17.027
2170	2499	9	0.8832	2.016
2449	2559	9	0.8672	-4.031
1872	1991	9	0.8281	-28.032
2112	2113	9	0.8437	-17.027
1984	2036	9	0.8638	-162.053
2315	2316	9	0.8317	-35.037
2457	2496	9	0.8612	3.995
2375	2449	9	0.8411	-28.029
2457	2499	9	0.8476	264.210
2484	2492	9	0.9089	-28.022
2413	2484	9	0.9044	162.055
2355	2506	9	0.9238	-56.062
2292	2358	9	0.8771	162.053
2492	2497	9	0.9383	2.006
2384	2417	9	0.8463	12.000
2152	2499	9	0.8368	58.003
1924	1991	9	0.8421	-28.032
2417	2563	9	0.8554	-4.031
2315	2317	9	0.88	162.053
2497	2500	9	0.932	179.080
2382	2561	9	0.8885	-18.047
2373	2427	9	0.9107	-2.016
2508	2527	9	0.8807	58.041
2428	2431	9	0.9354	2.006
2425	2492	9	0.9194	162.053
2413	2453	9	0.9296	-52.031
2445	2497	9	0.9833	-0.008
2484	2515	9	0.9248	-52.032
2428	2484	9	0.9806	-0.009
2486	2521	9	0.8684	-52.031
1991	2020	9	0.8502	15.995
2427	2591	9	0.8926	324.105
1991	2132	9	0.8534	-28.031
2060	2172	9	0.8246	-126.008
2006	2041	9	0.9098	-2.016
2497	2515	9	0.9377	-26.015
2036	2112	9	0.8729	162.052
2486	2500	9	0.9233	-26.016
2544	2546	9	0.8317	179.079
2022	2113	9	0.8363	-17.027
2428	2447	9	0.9013	-24.009
2431	2523	9	0.9596	162.053
2380	2417	9	0.8341	24.002
2317	2521	9	0.8542	-28.031
2515	2558	9	0.9045	24.000
2427	2500	9	0.9116	341.132
1975	2022	9	0.8768	341.133
2546	2566	9	0.8243	-2.016
2428	2558	9	0.9454	-28.041
2447	2515	9	0.9506	-28.031
2445	2500	9	0.9185	179.072
2490	2561	9	0.9015	-2.016
2412	2465	9	0.8416	-0.000
1984	2022	9	0.936	0.000
2546	2559	9	0.8951	-26.015
1943	2027	9	0.8981	-28.031
2432	2500	9	0.9388	-28.031
1986	2112	9	0.8694	324.105
2490	2558	9	0.9095	162.052
2425	2567	9	0.9193	23.991
2006	2499	9	0.8717	29.063
1991	2168	9	0.8321	-2.015
2506	2561	9	0.9153	24.000
2460	2523	9	0.8883	132.041
2356	2382	9	0.8677	-12.009
2355	2413	9	0.9006	-2.017
2427	2445	9	0.9242	162.060
2428	2544	9	0.9276	-2.025
2355	2382	9	0.9391	-14.015
1991	2496	9	0.8309	-318.255
2081	2209	10	0.8202	-208.147
2119	2131	10	0.8217	34.004
2109	2130	10	0.7998	33.035
2016	2249	10	0.8054	-16.033
2130	2131	10	0.8168	18.010
2081	2249	10	0.8266	-206.168
2115	2140	10	0.8487	-26.016
