	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
69068	2386	564	Shikimates and Phenylpropanoids	0.6666666666666666					1.0	0.4769759	ISDB	http://www.wikidata.org/entity/Q105119994	ITENTBHADJNDDH-DJTMHQFBSA-N	InChI=1S/C16H16O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,19,21,24H,6-7H2,(H,22,23)/b4-2-/t11-,12-,14+,16-/m1/s1	O=C(/C=C\C1=CC(=O)C(=O)C=C1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O	C16H16O9		352.079432092	(1R,3R,4S,5R)-3-[(Z)-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexane-1-carboxylic acid	ITENTBHADJNDDH	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q7186137	Cynara cardunculus	991885.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Cynara']	['Cynara cardunculus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	6.407903552055359	1
69032	2384	97	Terpenoids	0.9166666666666666	Triterpenoids	0.75	Oleanane triterpenoids	0.5208333333333334	4.0	0.5245799	ISDB	http://www.wikidata.org/entity/Q104965337	CMXCLTFHXRTSPB-WIXFNSMHSA-N	InChI=1S/C30H44O2/c1-18(2)9-7-10-19(3)23-14-22-16-30(25(23)13-21(22)5)26-15-24-20(4)11-8-12-29(24,6)17-27(26)32-28(30)31/h9,13,15,19-20,22-23,25-27H,7-8,10-12,14,16-17H2,1-6H3/t19-,20-,22+,23-,25-,26-,27+,29+,30-/m0/s1	CC(C)=CCC[C@H](C)[C@@H]1C[C@@H]2C[C@]3(C(=O)O[C@@H]4C[C@@]5(C)CCC[C@H](C)C5=C[C@@H]43)[C@H]1C=C2C	C30H44O2		436.334130648	(1'R,3S,3aR,4'R,5S,8'S,8aR,9aR)-2',5,8a-trimethyl-8'-[(2S)-6-methylhept-5-en-2-yl]spiro[5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-3,5'-bicyclo[2.2.2]oct-2-ene]-2-one	CMXCLTFHXRTSPB	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q1520938	Helenium autumnale	483908.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Helenieae']	['Helenium']	['Helenium autumnale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	7.0983195304870605	1
69017	2378	176	Shikimates and Phenylpropanoids	0.1111111111111111	Phenylpropanoids (C6-C3)	0.1111111111111111	Cinnamic acids and derivatives	0.1111111111111111	1.0	0.43464485	ISDB	http://www.wikidata.org/entity/Q105386698	ZZDJNPFVWSOKTO-TULNHCNLSA-N	InChI=1S/C24H26O10/c1-13(25)15-6-9-17(18(11-15)31-2)33-24-23(30)22(29)21(28)19(34-24)12-32-20(27)10-5-14-3-7-16(26)8-4-14/h3-11,19,21-24,26,28-30H,12H2,1-2H3/b10-5+/t19-,21-,22+,23-,24-/m1/s1	COc1cc(C(C)=O)ccc1O[C@@H]1O[C@H](COC(=O)/C=C/c2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O	C24H26O10		474.1525970319999	Scrophuloside A	ZZDJNPFVWSOKTO	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q15246965	Picrorhiza scrophulariiflora	257215.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Plantaginaceae']	['Veroniceae']	['Neopicrorhiza']	['Neopicrorhiza scrophulariiflora']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.2385793924331665	1
69011	2376	160	Shikimates and Phenylpropanoids	0.5333333333333333	Phenylpropanoids (C6-C3)	0.36666666666666664	Cinnamic acids and derivatives	0.36666666666666664	4.0	0.3165534	ISDB	http://www.wikidata.org/entity/Q6951324	XJTVXBWTYZCUJX-UHFFFAOYSA-N	InChI=1S/C10H15NO2/c1-11(2)6-5-8-3-4-9(12)10(13)7-8/h3-4,7,12-13H,5-6H2,1-2H3	CN(C)CCc1ccc(O)c(O)c1	C10H15NO2		181.11027872	N,N-Dimethyldopamine	XJTVXBWTYZCUJX	Alkaloids	Tyrosine alkaloids	Amarylidaceae alkaloids	http://www.wikidata.org/entity/Q50880333	Vachellia rigidula	671629.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Acacieae']	['Vachellia']	['Vachellia rigidula']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.266213655471802	1
68889	2375	590	Alkaloids	0.6153846153846154	Phenylpropanoids (C6-C3)	0.6153846153846154	Cinnamic acid amides	0.5384615384615384	1.0	0.85483956	ISDB	http://www.wikidata.org/entity/Q105129763	JJNVDCBKBUSUII-HCAJQNDMSA-N	InChI=1S/C17H19NO3/c1-10(11-6-4-3-5-7-11)17(19)20-12-8-13-15-16(21-15)14(9-12)18(13)2/h3-7,12-16H,1,8-9H2,2H3/t12-,13+,14-,15-,16+	C=C(C(=O)O[C@H]1C[C@@H]2[C@@H]3O[C@@H]3[C@H](C1)N2C)c1ccccc1	C17H19NO3		285.136493468		JJNVDCBKBUSUII	Alkaloids	Ornithine alkaloids	Tropane alkaloids	http://www.wikidata.org/entity/Q17400513	Physochlaina alaica	6091886.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Hyoscyameae']	['Physochlaina']	['Physochlaina alaica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	7.919358253479004	1
68857	2374	54	Alkaloids	0.2777777777777778	Tyrosine alkaloids	0.1111111111111111	Isoquinoline alkaloids	0.08333333333333333	1.0	0.4140972	ISDB	http://www.wikidata.org/entity/Q105244409	RRWYPLCSLKEVAO-CQSZACIVSA-N	InChI=1S/C20H21NO5/c1-24-15-10-12-6-9-21(19(23)26-3)14-11-20(7-4-13(22)5-8-20)17(16(12)14)18(15)25-2/h4-5,7-8,10,14H,6,9,11H2,1-3H3/t14-/m1/s1	COC(=O)N1CCc2cc(OC)c(OC)c3c2[C@H]1CC31C=CC(=O)C=C1	C20H21NO5		355.141972772	1,2,3,8aalpha-Tetrahydro-5,6-dimethoxy-4'-oxospiro[cyclopenta[ij]isoquinoline-7(8H),1'-[2,5]cyclohexadiene]-1-carboxylic acid methyl ester	RRWYPLCSLKEVAO	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q2101601	Annona purpurea	592770.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Annonaceae']	['Annoneae']	['Annona']	['Annona purpurea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.156388759613037	1
68824	2373	344	Alkaloids	0.75	Monoterpenoids	0.5	Iridoids monoterpenoids	0.5	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110190548	BYWPUNIXQZJWRS-UHFFFAOYSA-N	InChI=1S/C10H16O3/c1-5-6-3-8(11)10(2)7(6)4-12-9(5)13-10/h5-9,11H,3-4H2,1-2H3	CC1C2OCC3C1CC(O)C3(C)O2	C10H16O3	pos_1_1proton1acetonitrile	184.109944372	3,10-Dimethyl-2,9-dioxatricyclo[4.3.1.03,7]decan-4-ol	BYWPUNIXQZJWRS	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q912252	Valeriana jatamansi	1035981.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana jatamansi']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
68825	2373	344	Alkaloids	0.75	Monoterpenoids	0.5	Iridoids monoterpenoids	0.5	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105331542	XNBHVNRFMHXLMZ-FJSYSMJUSA-N	InChI=1S/C20H32O6/c1-11(2)6-17(22)24-9-14-10-25-20(26-18(23)7-12(3)4)19-13(5)16(21)8-15(14)19/h10-13,15-16,19-21H,6-9H2,1-5H3/t13-,15+,16-,19-,20-/m0/s1	CC(C)CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2[C@@H](C)[C@@H](O)C[C@H]12	C20H32O6	pos_2_2proton2acetonitrile	368.219888744	[(1S,4aS,6S,7R,7aR)-6-hydroxy-7-methyl-1-(3-methylbutanoyloxy)-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-yl]methyl 3-methylbutanoate	XNBHVNRFMHXLMZ	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q24853263	Nardostachys jatamansi	24101.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Nardostachys']	['Nardostachys jatamansi']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
68830	2373	344	Alkaloids	0.75	Monoterpenoids	0.5	Iridoids monoterpenoids	0.5	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76155959	HPPDWCXQOXACSB-SCZZXKLOSA-N	InChI=1S/C10H12O3/c1-6(4-11)8-3-10(13)7(2)9(8)5-12/h4-5,8,10,13H,1,3H2,2H3/t8-,10+/m1/s1	C=C(C=O)[C@H]1C[C@H](O)C(C)=C1C=O	C10H12O3	pos_1_1proton1ethylamine	180.078644244	8,9-Didehydro-7-hydroxydolichodial	HPPDWCXQOXACSB	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q158231	Centranthus ruber	759056.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Centranthus']	['Centranthus ruber']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
68832	2373	344	Alkaloids	0.75	Monoterpenoids	0.5	Iridoids monoterpenoids	0.5	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q115970763	KCIYXMDQXNFJBA-BDNRQGISSA-N	InChI=1S/C10H16O3/c1-6-7-3-4-10(2,12)8(7)5-13-9(6)11/h6-8,12H,3-5H2,1-2H3/t6-,7-,8+,10-/m1/s1	C[C@H]1C(=O)OC[C@H]2[C@@H]1CC[C@@]2(C)O	C10H16O3	pos_1_1proton1acetonitrile	184.109944372	Scabrol A	KCIYXMDQXNFJBA	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q17434626	Patrinia scabra	68239.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Patrinia']	['Patrinia scabra']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
68816	2371	23	Terpenoids	0.4270833333333333	Monoterpenoids	0.3541666666666667	Secoiridoid monoterpenoids	0.2604166666666667	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q72507270	HUVIXLWRQSMCLN-PXRCHJMLSA-N	InChI=1S/C19H30O11/c1-5-9-10(6-13(25-2)26-3)11(17(24)27-4)8-28-18(9)30-19-16(23)15(22)14(21)12(7-20)29-19/h5,8-10,12-16,18-23H,1,6-7H2,2-4H3/t9-,10+,12-,14-,15+,16-,18+,19+/m1/s1	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(OC)OC	C19H30O11	pos_2MHNH3	434.1788117799998	Secologanin dimethyl acetal	HUVIXLWRQSMCLN	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids	http://www.wikidata.org/entity/Q157699	Lonicera caerulea	1086606.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera caerulea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1
68780	2370	11	Shikimates and Phenylpropanoids	0.3707865168539326	Phenylpropanoids (C6-C3)	0.33707865168539325	Cinnamic acids and derivatives	0.33707865168539325	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104252693	CWVRJTMFETXNAD-PNQZTZQXSA-N	InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14+,16-/m0/s1	O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1C[C@](O)(C(=O)O)C[C@H](O)[C@H]1O	C16H18O9	pos_2MHNH3	354.0950821559999	Isochlorogensaure	CWVRJTMFETXNAD	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q12837830	Lonicera bournei	5746380.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera bournei']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1
68794	2370	11	Shikimates and Phenylpropanoids	0.3707865168539326	Phenylpropanoids (C6-C3)	0.33707865168539325	Cinnamic acids and derivatives	0.33707865168539325	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104666999	GWTUHAXUUFROTF-AVXJPILUSA-N	InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-16(15(23)24)6-11(19)14(22)12(20)7-16/h1-5,11-12,14,17-20,22H,6-7H2,(H,23,24)/b4-2+/t11-,12-,14?,16?/m1/s1	O=C(/C=C/c1ccc(O)c(O)c1)OC1(C(=O)O)C[C@@H](O)C(O)[C@H](O)C1	C16H18O9	pos_2MHNH3	354.0950821559999	1-Caffeoylquinic acid	GWTUHAXUUFROTF	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q161083	Lonicera japonica	2125.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1
68770	2367	11	Shikimates and Phenylpropanoids	0.3707865168539326	Phenylpropanoids (C6-C3)	0.33707865168539325	Cinnamic acids and derivatives	0.33707865168539325	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q414116	QAIPRVGONGVQAS-DUXPYHPUSA-N	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+	O=C(O)/C=C/c1ccc(O)c(O)c1	C9H8O4	pos_1_1proton	180.042258736	Caffeic Acid	QAIPRVGONGVQAS	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q12837830	Lonicera bournei	5746380.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera bournei']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1
68761	2365	160	Shikimates and Phenylpropanoids	0.5333333333333333	Phenylpropanoids (C6-C3)	0.36666666666666664	Cinnamic acids and derivatives	0.36666666666666664	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6823935	OCNYGKNIVPVPPX-HWKANZROSA-N	InChI=1S/C10H10O4/c1-14-10(13)5-3-7-2-4-8(11)9(12)6-7/h2-6,11-12H,1H3/b5-3+	COC(=O)/C=C/c1ccc(O)c(O)c1	C10H10O4	pos_1_1proton1acetonitrile	194.0579088	Methyl caffeate	OCNYGKNIVPVPPX	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q12837830	Lonicera bournei	5746380.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera bournei']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1
68753	2363	249	Alkaloids	0.3888888888888889	Tyrosine alkaloids	0.2777777777777778	Isoquinoline alkaloids	0.2222222222222222	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104395236	NNDHDYDFEDRMGH-ZPGZUGTNSA-N	InChI=1S/C32H46N2O8/c1-6-34-15-29(16-42-27(35)17-9-7-8-10-20(17)33)12-11-22(39-3)31-19-13-18-21(38-2)14-30(36,23(19)24(18)40-4)32(37,28(31)34)26(41-5)25(29)31/h7-10,18-19,21-26,28,36-37H,6,11-16,33H2,1-5H3/t18-,19?,21+,22+,23?,24+,25?,26+,28?,29+,30-,31+,32+/m1/s1	CCN1C[C@]2(COC(=O)c3ccccc3N)CC[C@H](OC)[C@]34C5C[C@@H]6[C@@H](OC)C[C@@](O)(C5[C@H]6OC)[C@@](O)(C13)[C@@H](OC)C24	C32H46N2O8	pos_2_2proton	586.325416432	[(1S,4S,5R,6S,8R,9R,13S,16S,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-aminobenzoate	NNDHDYDFEDRMGH	Alkaloids	Pseudoalkaloids	Terpenoid alkaloids	http://www.wikidata.org/entity/Q10901048	Dipsacus inermis	776357.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Dipsacus']	['Dipsacus inermis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	1	6.5	1
68730	2361	84	Fatty acids	0.15789473684210525	Glycerophospholipids	0.15789473684210525	Glycerophosphocholines	0.15789473684210525	12.0	0.22533542	ISDB	http://www.wikidata.org/entity/Q27161635	QFDYIDGUKXRPKH-VSLGLSMXSA-N	InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h8,10,14-17,20-23,42H,6-7,9,11-13,18-19,24-41H2,1-5H3/b10-8-,16-14-,17-15-,22-20-,23-21-/t42-/m1/s1	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	C44H78NO8P		779.546505086	PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	QFDYIDGUKXRPKH	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q2557995	Aphis gossypii	1026471.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Aphidini']	['Aphis']	['Aphis gossypii']		['Eukaryota']									1	3	3.401341676712036	1
68720	2360	97	Terpenoids	0.9166666666666666	Triterpenoids	0.75	Oleanane triterpenoids	0.5208333333333334	8.0	0.28734055	ISDB	http://www.wikidata.org/entity/Q110172798	JSXCGBWUPLORSN-UHFFFAOYSA-N	InChI=1S/C35H54O7/c1-19-25-20-8-9-23-31(4)12-11-24(41-28-27(38)26(37)21(36)18-40-28)30(2,3)22(31)10-13-33(23,6)32(20,5)14-16-35(25)17-15-34(19,7)42-29(35)39/h8,19,21-28,36-38H,9-18H2,1-7H3	CC1C2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC23CCC1(C)OC3=O	C35H54O7		586.3869540679999	4,5,9,9,13,19,20-Heptamethyl-10-(3,4,5-trihydroxyoxan-2-yl)oxy-21-oxahexacyclo[18.2.2.01,18.04,17.05,14.08,13]tetracos-16-en-22-one	JSXCGBWUPLORSN	Terpenoids	Triterpenoids	Oleanane triterpenoids	http://www.wikidata.org/entity/Q1070309	Rosa laevigata	383273.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Unknown']	['Rosa']	['Rosa laevigata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.649362206459045	1
68714	2359	160	Shikimates and Phenylpropanoids	0.5333333333333333	Phenylpropanoids (C6-C3)	0.36666666666666664	Cinnamic acids and derivatives	0.36666666666666664	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105172608	MUPAOXGYJYRUDB-LBPRGKRZSA-N	InChI=1S/C15H16O4/c1-15(2)12(17-3)8-10-11(19-15)6-4-9-5-7-13(16)18-14(9)10/h4-7,12H,8H2,1-3H3/t12-/m0/s1	CO[C@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C	C15H16O4	pos_1_1proton1ammonium	260.104858992	(9S)-9-methoxy-8,8-dimethyl-9,10-dihydropyrano[2,3-h]chromen-2-one	MUPAOXGYJYRUDB	Shikimates and Phenylpropanoids	Coumarins	Pyranocoumarins	http://www.wikidata.org/entity/Q912252	Valeriana jatamansi	1035981.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana jatamansi']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	1	6.5	1
68708	2358	105	Alkaloids	0.30434782608695654	Monoterpenoids	0.21739130434782608	Iridoids monoterpenoids	0.21739130434782608	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110197050	BGWXCNUGXLABMC-UHFFFAOYSA-N	InChI=1S/C10H12O4/c1-4-5-3-6(11)10(2)7(5)8(12)13-9(4)14-10/h5-7,9,11H,1,3H2,2H3	C=C1C2OC(=O)C3C1CC(O)C3(C)O2	C10H12O4	pos_1_1proton1acetonitrile	196.073558864	4-Hydroxy-3-methyl-10-methylidene-2,9-dioxatricyclo[4.3.1.03,7]decan-8-one	BGWXCNUGXLABMC	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q912252	Valeriana jatamansi	1035981.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana jatamansi']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
68666	2357	127	Terpenoids	0.4	Monoterpenoids	0.3333333333333333	Secoiridoid monoterpenoids	0.2222222222222222	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27151406	VSJGJMKGNMDJCI-ZASXJUAOSA-N	InChI=1S/C16H22O9/c1-2-7-8-3-4-22-14(21)9(8)6-23-15(7)25-16-13(20)12(19)11(18)10(5-17)24-16/h2,6-8,10-13,15-20H,1,3-5H2/t7-,8+,10-,11-,12+,13-,15+,16+/m1/s1	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCC[C@H]21	C16H22O9	pos_2MH	358.126382284	Sweroside	VSJGJMKGNMDJCI	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids	http://www.wikidata.org/entity/Q2701825	Lonicera morrowii	484242.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera tatarica']	Lonicera tatarica var. morrowii	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']	['Lonicera tatarica']	8	3	9.5	1
68660	2355	105	Alkaloids	0.30434782608695654	Monoterpenoids	0.21739130434782608	Iridoids monoterpenoids	0.21739130434782608	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105323041	WZDQZUZGMJUYFF-ZZQRAECTSA-N	InChI=1S/C25H34O8/c1-14(2)7-20(26)29-11-17-12-30-24(33-22(28)9-16(5)6)23-18(17)10-19(25(23)13-31-25)32-21(27)8-15(3)4/h9-10,12,14-15,19,23-24H,7-8,11,13H2,1-6H3/t19-,23+,24-,25+/m0/s1	CC(C)=CC(=O)O[C@@H]1OC=C(COC(=O)CC(C)C)C2=C[C@H](OC(=O)CC(C)C)[C@]3(CO3)[C@H]21	C25H34O8	pos_2_2sodium	462.2253680479999	Sorbifolivaltrate A	WZDQZUZGMJUYFF	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q15396610	Valeriana sorbifolia	445623.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana sorbifolia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	3	7.5	1
