	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
175811	6276	79	Fatty acids	0.5454545454545454	Sphingolipids	0.5151515151515151	Neutral glycosphingolipids	0.2727272727272727	3.0	0.4295133	ISDB	http://www.wikidata.org/entity/Q105180375	NJXYDZDDOCQODQ-FCAPPQLESA-N	InChI=1S/C40H77NO9/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-33(43)32(31-49-40-38(47)37(46)36(45)35(30-42)50-40)41-39(48)34(44)29-27-25-23-21-18-16-14-12-10-8-6-4-2/h19-20,32-38,40,42-47H,3-18,21-31H2,1-2H3,(H,41,48)/b20-19-/t32-,33+,34+,35+,36+,37-,38+,40+/m0/s1	CCCCCCCCC/C=C\CCCC[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](O)CCCCCCCCCCCCCC	C40H77NO9		715.559833044	J89Ngx3trn	NJXYDZDDOCQODQ	Fatty acids	Sphingolipids	Neutral glycosphingolipids	http://www.wikidata.org/entity/Q1380	Capsicum annuum	473836.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Capsiceae']	['Capsicum']	['Capsicum annuum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.218053221702576	1
175699	6273	920	Alkaloids	0.6666666666666666	Tyrosine alkaloids	0.6666666666666666	Indolizidine alkaloids	0.6666666666666666	2.0	0.725701	ISDB	http://www.wikidata.org/entity/Q104375973	HBCNXWUNPXIERK-GUYCJALGSA-N	InChI=1S/C17H19NO3/c1-21-16-8-11-4-6-18-7-5-12-2-3-13(19)10-17(12,18)14(11)9-15(16)20/h2-3,5,8-9,13,19-20H,4,6-7,10H2,1H3/t13-,17-/m0/s1	COc1cc2c(cc1O)[C@]13C[C@@H](O)C=CC1=CCN3CC2	C17H19NO3		285.136493468	Erysoline	HBCNXWUNPXIERK	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	http://www.wikidata.org/entity/Q10274197	Erythrina folkersii	3921471.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Erythrina']	['Erythrina folkersii']											0	3	4.402803897857666	1
175684	6271	-1							1.0	0.48104602	ISDB	http://www.wikidata.org/entity/Q105292216	VSHVGAUGDJWOFM-VQHVLOKHSA-N	InChI=1S/C26H28O6/c1-16(2)6-5-12-26(3)13-11-19-24(30)20(15-23(31-4)25(19)32-26)22(29)9-7-17-14-18(27)8-10-21(17)28/h6-11,13-15,27-28,30H,5,12H2,1-4H3/b9-7+	COc1cc(C(=O)/C=C/c2cc(O)ccc2O)c(O)c2c1OC(C)(CCC=C(C)C)C=C2	C26H28O6		436.1885886159999	(E)-1-[2-Methyl-2-(4-methyl-3-pentenyl)-5-hydroxy-8-methoxy-2H-1-benzopyran-6-yl]-3-(2,5-dihydroxyphenyl)-2-propene-1-one	VSHVGAUGDJWOFM	Shikimates and Phenylpropanoids	Flavonoids	Chalcones	http://www.wikidata.org/entity/Q15528836	Leptodesmia congesta	3929870.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Desmodieae']	['Leptodesmia']	['Leptodesmia congesta']											0	0	1.9241840839385986	1
175630	6267	-1							1.0	0.6239671	ISDB	http://www.wikidata.org/entity/Q105220767	QGYGWYUQPCKNKZ-VMPITWQZSA-N	InChI=1S/C19H21NO5/c1-24-17-7-4-13(11-16(17)22)5-8-19(23)20-10-9-14-3-6-15(21)18(12-14)25-2/h3-8,11-12,21-22H,9-10H2,1-2H3,(H,20,23)/b8-5+	COc1ccc(/C=C/C(=O)NCCc2ccc(O)c(OC)c2)cc1O	C19H21NO5		343.141972772	N-[2-(3-Methoxy-4-hydroxyphenyl)ethyl]-3-(3-hydroxy-4-methoxyphenyl)propenamide	QGYGWYUQPCKNKZ	Amino acids and Peptides	Phenylpropanoids (C6-C3)	Cinnamic acid amides	http://www.wikidata.org/entity/Q158610	Chenopodium album	892395.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Atripliceae']	['Chenopodium']	['Chenopodium album']											0	0	2.495868444442749	1
175626	6266	47	Terpenoids	0.4375	Monoterpenoids	0.3125	Secoiridoid monoterpenoids	0.1875	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q2699676	VWFJDQUYCIWHTN-YFVJMOTDSA-N	InChI=1S/C15H28O7P2/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-21-24(19,20)22-23(16,17)18/h7,9,11H,5-6,8,10,12H2,1-4H3,(H,19,20)(H2,16,17,18)/b14-9+,15-11+	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O	C15H28O7P2	pos_1_1sodium1acetonitrile	382.131026496	Farnesyl diphosphate	VWFJDQUYCIWHTN	Terpenoids	Sesquiterpenoids	Farnesane sesquiterpenoids	http://www.wikidata.org/entity/Q157819	Valeriana officinalis	393341.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana officinalis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	1	6.5	1
175617	6265	530	Alkaloids	0.22727272727272727	Steroids	0.09090909090909091	Stigmastane steroids	0.09090909090909091	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27136880	VWDLOXMZIGUBKM-AUGXRQBFSA-N	InChI=1S/C35H58O6/c1-7-22(20(2)3)9-8-21(4)26-12-13-27-25-11-10-23-18-24(14-16-34(23,5)28(25)15-17-35(26,27)6)40-33-32(39)31(38)30(37)29(19-36)41-33/h8-10,20-22,24-33,36-39H,7,11-19H2,1-6H3/b9-8+/t21-,22-,24+,25+,26-,27+,28+,29-,30-,31+,32-,33-,34+,35-/m1/s1	CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	C35H58O6	pos_2_2sodium	574.423339576	Stigmasterol glucoside	VWDLOXMZIGUBKM	Terpenoids	Steroids	Stigmastane steroids	http://www.wikidata.org/entity/Q89116411	Eriocapitella tomentosa	5737682.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Anemoneae']	['Anemone']	['Anemone tomentosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Anemoneae']			7	3	8.5	1
175612	6264	974	Terpenoids	0.5	Phenylpropanoids (C6-C3)	1.0	Indolizidine alkaloids	0.5	1.0	0.47042754	ISDB	http://www.wikidata.org/entity/Q105035769	HZOHTLMLLIVQEA-ODYMNIRHSA-N	InChI=1S/C19H21NO5/c1-23-12-5-4-11-6-18(22)20-10-15(21)13-7-16(24-2)17(25-3)8-14(13)19(11,20)9-12/h4-8,12,15,21H,9-10H2,1-3H3/t12-,15-,19-/m0/s1	COc1cc2c(cc1OC)[C@]13C[C@@H](OC)C=CC1=CC(=O)N3C[C@@H]2O	C19H21NO5		343.141972772	(+)-11beta-Hydroxyerysotramidine	HZOHTLMLLIVQEA	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	http://www.wikidata.org/entity/Q3644036	Erythrina lysistemon	284184.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Erythrina']	['Erythrina lysistemon']											0	3	3.381710171699524	1
175576	6263	920	Alkaloids	0.6666666666666666	Tyrosine alkaloids	0.6666666666666666	Indolizidine alkaloids	0.6666666666666666	5.0	0.71425176	ISDB	http://www.wikidata.org/entity/Q27106066	TZJUAPRPYXCUDU-GLZXHMCRSA-N	InChI=1S/C17H21NO4/c1-22-14-5-10-7-18-3-2-9-4-11(8-19)17(21)15(16(9)18)12(10)6-13(14)20/h4-6,11,15-17,19-21H,2-3,7-8H2,1H3/t11-,15+,16-,17-/m1/s1	COc1cc2c(cc1O)[C@@H]1[C@H](O)[C@@H](CO)C=C3CCN(C2)[C@H]31	C17H21NO4		303.147058152	Carinatine	TZJUAPRPYXCUDU	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	http://www.wikidata.org/entity/Q7934862	Virola pavonis	6028651.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Myristicaceae']	['Unknown']	['Virola']	['Virola pavonis']											0	3	4.357007026672363	1
175566	6261	308	Terpenoids	0.3157894736842105	Sesquiterpenoids	0.21052631578947367	Agarofuran sesquiterpenoids	0.21052631578947367	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27134261	FCQBGPOADKWYEG-MNRUEBDGSA-N	InChI=1S/C38H40O10/c1-23-20-29(40)32(45-24(2)39)37(22-44-33(41)25-14-8-5-9-15-25)30(46-34(42)26-16-10-6-11-17-26)21-28-31(38(23,37)48-36(28,3)4)47-35(43)27-18-12-7-13-19-27/h5-19,23,28-32,40H,20-22H2,1-4H3/t23-,28-,29+,30+,31-,32+,37-,38-/m1/s1	CC(=O)O[C@H]1[C@@H](O)C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]12COC(=O)c1ccccc1)[C@H]3OC(=O)c1ccccc1	C38H40O10	pos_2_1magnesium	656.26214748	1alpha-Acetoxy-2alpha-hydroxy-6beta,9beta,15-tribenzoyloxy-beta-dihydroagarofuran	FCQBGPOADKWYEG	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids	http://www.wikidata.org/entity/Q15225936	Microtropis fokienensis	1015845.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Microtropis']	['Microtropis fokienensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	3	7.5	1
175567	6261	308	Terpenoids	0.3157894736842105	Sesquiterpenoids	0.21052631578947367	Agarofuran sesquiterpenoids	0.21052631578947367	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27134262	ZKSJYLLIQBNONM-MYQHGJAJSA-N	InChI=1S/C38H40O10/c1-23-20-29(45-24(2)39)31(40)37(22-44-33(41)25-14-8-5-9-15-25)30(46-34(42)26-16-10-6-11-17-26)21-28-32(38(23,37)48-36(28,3)4)47-35(43)27-18-12-7-13-19-27/h5-19,23,28-32,40H,20-22H2,1-4H3/t23-,28-,29+,30+,31+,32-,37-,38-/m1/s1	CC(=O)O[C@H]1C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]2(COC(=O)c2ccccc2)[C@H]1O)[C@H]3OC(=O)c1ccccc1	C38H40O10	pos_2_1magnesium	656.26214748	2alpha-Acetoxy-1alpha-hydroxy-6beta,9beta,15-tribenzoyloxy-beta-dihydroagarofuran	ZKSJYLLIQBNONM	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids	http://www.wikidata.org/entity/Q15225936	Microtropis fokienensis	1015845.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Microtropis']	['Microtropis fokienensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	3	7.5	1
175568	6261	308	Terpenoids	0.3157894736842105	Sesquiterpenoids	0.21052631578947367	Agarofuran sesquiterpenoids	0.21052631578947367	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105145038	KRIXKONSAFPFFK-UHFFFAOYSA-N	InChI=1S/C38H40O10/c1-22-21-27(45-33(41)24-15-9-6-10-16-24)31(44-23(2)39)37(5)32(47-35(43)26-19-13-8-14-20-26)29(46-34(42)25-17-11-7-12-18-25)28-30(40)38(22,37)48-36(28,3)4/h6-20,22,27-32,40H,21H2,1-5H3	CC(=O)OC1C(OC(=O)c2ccccc2)CC(C)C23OC(C)(C)C(C(OC(=O)c4ccccc4)C(OC(=O)c4ccccc4)C12C)C3O	C38H40O10	pos_2_1magnesium	656.26214748	(5-Acetyloxy-7,8-dibenzoyloxy-12-hydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.01,6]dodecan-4-yl) benzoate	KRIXKONSAFPFFK	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids	http://www.wikidata.org/entity/Q15226277	Celastrus rosthornianus	458804.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Celastrus']	['Celastrus rosthornianus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	3	7.5	1
175569	6261	308	Terpenoids	0.3157894736842105	Sesquiterpenoids	0.21052631578947367	Agarofuran sesquiterpenoids	0.21052631578947367	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105152580	LJHPXWBIYHMNIM-GXEJTTBMSA-N	InChI=1S/C38H40O10/c1-22-21-27(40)31(47-33(41)24-15-9-6-10-16-24)37(5)30(35(43)46-26-19-13-8-14-20-26)28(34(42)45-25-17-11-7-12-18-25)29-32(44-23(2)39)38(22,37)48-36(29,3)4/h6-20,22,27-32,40H,21H2,1-5H3/t22-,27+,28-,29-,30+,31+,32-,37-,38-/m1/s1	CC(=O)O[C@@H]1[C@H]2[C@@H](C(=O)Oc3ccccc3)[C@@H](C(=O)Oc3ccccc3)[C@]3(C)[C@@H](OC(=O)c4ccccc4)[C@@H](O)C[C@@H](C)[C@@]13OC2(C)C	C38H40O10	pos_2_1magnesium	656.26214748	Triptogelin A-2	LJHPXWBIYHMNIM	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids	http://www.wikidata.org/entity/Q1424919	Tripterygium wilfordii	300831.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Tripterygium']	['Tripterygium wilfordii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	3	7.5	1
175570	6261	308	Terpenoids	0.3157894736842105	Sesquiterpenoids	0.21052631578947367	Agarofuran sesquiterpenoids	0.21052631578947367	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104912468	AHUFIGKVFOERTN-RSWJJYNZSA-N	InChI=1S/C38H40O10/c1-22-21-27(40)30(46-34(42)25-17-11-7-12-18-25)37(5)32(47-35(43)26-19-13-8-14-20-26)29(45-33(41)24-15-9-6-10-16-24)28-31(44-23(2)39)38(22,37)48-36(28,3)4/h6-20,22,27-32,40H,21H2,1-5H3/t22-,27+,28-,29-,30+,31-,32-,37+,38-/m1/s1	CC(=O)O[C@@H]1[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@]3(C)[C@@H](OC(=O)c4ccccc4)[C@@H](O)C[C@@H](C)[C@@]13OC2(C)C	C38H40O10	pos_2_1magnesium	656.26214748	[(1S,2R,4S,5R,6S,7S,8R,9R,12R)-12-acetyloxy-5,7-dibenzoyloxy-4-hydroxy-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.01,6]dodecan-8-yl] benzoate	AHUFIGKVFOERTN	Terpenoids	Sesquiterpenoids	Agarofuran sesquiterpenoids	http://www.wikidata.org/entity/Q1424919	Tripterygium wilfordii	300831.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Tripterygium']	['Tripterygium wilfordii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']				6	3	7.5	1
175537	6260	-1							1.0	0.66215205	ISDB	http://www.wikidata.org/entity/Q105244348	RRUFHULZICOXGJ-UHFFFAOYSA-N	InChI=1S/C18H25NO5/c1-22-10-4-5-18-12-7-13(23-2)16(21)17(24-3)11(12)8-19(9-15(18)20)14(18)6-10/h7,10,14-15,20-21H,4-6,8-9H2,1-3H3	COc1cc2c(c(OC)c1O)CN1CC(O)C23CCC(OC)CC13	C18H25NO5		335.1732729	1H,6H-5,10b-Ethanophenanthridine-8,11-diol, 2,3,4,4a-tetrahydro-3,7,9-trimethoxy-, (3R,4aR,5R,10bR,11S)-	RRUFHULZICOXGJ	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q17400678	Solanum havanense	261798.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum havanense']											0	0	2.6486082077026367	1
175494	6258	40	Terpenoids	0.2682926829268293	Pseudoalkaloids	0.14634146341463414	Terpenoid alkaloids	0.14634146341463414	2.0	0.48203707	ISDB	http://www.wikidata.org/entity/Q105291390	VQNKVZAIEXAESZ-ZCFIWIBFSA-N	InChI=1S/C6H10O5/c1-6(10,3-4(7)8)5(9)11-2/h10H,3H2,1-2H3,(H,7,8)/t6-/m1/s1	COC(=O)[C@](C)(O)CC(=O)O	C6H10O5		162.05282342	(3R)-3-hydroxy-4-methoxy-3-methyl-4-oxobutanoic acid	VQNKVZAIEXAESZ	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	http://www.wikidata.org/entity/Q131730	Hylocereus undatus	334881.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Cactaceae']	['Hylocereeae']	['Hylocereus']	['Hylocereus undatus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.92814826965332	1
175393	6257	43	Alkaloids	1.0	Tyrosine alkaloids	1.0	Isoquinoline alkaloids	0.8	8.0	0.6630553	ISDB	http://www.wikidata.org/entity/Q27102185	BOKVLBSSPUTWLV-INIZCTEOSA-N	InChI=1S/C18H21NO3/c1-19-8-7-13-10-18(22-2)17(21)11-15(13)16(19)9-12-3-5-14(20)6-4-12/h3-6,10-11,16,20-21H,7-9H2,1-2H3/t16-/m0/s1	COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2	C18H21NO3		299.152143532	(S)-N-Methylcoclaurine	BOKVLBSSPUTWLV	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q15239263	Clematis parviloba	5737758.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Anemoneae']	['Clematis']	['Clematis parviloba']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Anemoneae']	['Clematis']		8	3	12.152221202850342	1
175391	6255	245	Alkaloids	0.625	Tyrosine alkaloids	0.5	Isoquinoline alkaloids	0.375	1.0	0.6201703	ISDB	http://www.wikidata.org/entity/Q105268689	UAEQPGJNTGBPLI-AWEZNQCLSA-N	InChI=1S/C19H19NO5/c1-24-15-9-11-8-14-13-4-3-12(21)7-10(13)5-6-20(14)19(23)16(11)18(25-2)17(15)22/h3-4,7,9,14,21-22H,5-6,8H2,1-2H3/t14-/m0/s1	COc1cc2c(c(OC)c1O)C(=O)N1CCc3cc(O)ccc3[C@@H]1C2	C19H19NO5		341.126322708	(13aS)-3,10-dihydroxy-9,11-dimethoxy-5,6,13,13a-tetrahydroisoquinolino[2,1-b]isoquinolin-8-one	UAEQPGJNTGBPLI	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q957447	Polyalthia longifolia	204189.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Annonaceae']	['Miliuseae']	['Monoon']	['Monoon longifolium']											0	3	3.9806811809539795	1
175386	6254	249	Alkaloids	0.3888888888888889	Tyrosine alkaloids	0.2777777777777778	Isoquinoline alkaloids	0.2222222222222222	1.0	0.69849014	ISDB									IVIAHIHQJAGOAK							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.7939605712890625	1
175384	6252	308	Terpenoids	0.3157894736842105	Sesquiterpenoids	0.21052631578947367	Agarofuran sesquiterpenoids	0.21052631578947367	1.0	0.26515892	ISDB									PNIWLNAGKUGXDO							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.0606356859207153	1
175307	6251	-1							1.0	0.74529225	ISDB	http://www.wikidata.org/entity/Q105324586	XBNNNJCQGLEOHF-RBUKOAKNSA-N	InChI=1S/C19H21NO5/c1-22-16-13(21)9-18-5-6-20-19(18,17(16)23-2)4-3-11-7-14-15(8-12(11)18)25-10-24-14/h7-8,20H,3-6,9-10H2,1-2H3/t18-,19+/m0/s1	COC1=C(OC)[C@]23CCc4cc5c(cc4[C@]2(CCN3)CC1=O)OCO5	C19H21NO5		343.141972772	(1S,13S)-14,15-dimethoxy-5,7-dioxa-20-azapentacyclo[11.4.3.01,13.02,10.04,8]icosa-2,4(8),9,14-tetraen-16-one	XBNNNJCQGLEOHF	Alkaloids	Tyrosine alkaloids	Hasubanan alkaloids	http://www.wikidata.org/entity/Q17796379	Stephania suberosa	6130074.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Menispermaceae']	['Cissampelideae']	['Stephania']	['Stephania suberosa']											0	0	2.9811689853668213	1
175306	6250	245	Alkaloids	0.625	Tyrosine alkaloids	0.5	Isoquinoline alkaloids	0.375	1.0	0.71896344	ISDB	http://www.wikidata.org/entity/Q27149709	SDLILULALIDNSO-UHFFFAOYSA-N	InChI=1S/C16H19NO3/c1-20-16-7-4-13(10-15(16)19)11-17-9-8-12-2-5-14(18)6-3-12/h2-7,10,17-19H,8-9,11H2,1H3	COc1ccc(CNCCc2ccc(O)cc2)cc1O	C16H19NO3		273.136493468	4'-O-Methylnorbelladine	SDLILULALIDNSO	Alkaloids	Tyrosine alkaloids	Phenylethylamines	http://www.wikidata.org/entity/Q5790965	Crinum kirkii	118198.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Amaryllidaceae']	['Unknown']	['Crinum']	['Crinum kirkii']											0	2	3.8758537769317627	1
175298	6249	403	Alkaloids	0.5	Monoterpenoids	0.25	Iridoids monoterpenoids	0.25	1.0	0.3959682	ISDB	http://www.wikidata.org/entity/Q105178525	NFKMFHWPFKCYLX-IQOMPXODSA-N	InChI=1S/C20H25NO6/c1-21-8-7-18-9-12(22)17(25-3)20(26-4)19(18,21)10-14(27-20)11-5-6-13(24-2)16(23)15(11)18/h5-6,14,17,23H,7-10H2,1-4H3/t14-,17+,18-,19-,20-/m0/s1	COc1ccc2c(c1O)[C@@]13CCN(C)[C@@]14C[C@@H]2O[C@@]4(OC)[C@H](OC)C(=O)C3	C20H25NO6		375.16818752	(1S,8S,10S,11R,12R)-3-hydroxy-4,11,12-trimethoxy-17-methyl-18-oxa-17-azapentacyclo[8.4.3.18,11.01,10.02,7]octadeca-2(7),3,5-trien-13-one	NFKMFHWPFKCYLX	Alkaloids	Tyrosine alkaloids	Hasubanan alkaloids	http://www.wikidata.org/entity/Q7214925	Stephania longa	567682.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Menispermaceae']	['Cissampelideae']	['Stephania']	['Stephania longa']											0	1	2.0838727951049805	1
175297	6240	36	Fatty acids	0.5	Fatty esters	0.5	Wax monoesters	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q81978071	PDSCSYLDRHAHOX-UHFFFAOYSA-N	InChI=1S/C12H22O5/c1-3-5-7-16-11(14)9-10(13)12(15)17-8-6-4-2/h10,13H,3-9H2,1-2H3	CCCCOC(=O)CC(O)C(=O)OCCCC	C12H22O5	pos_2MNa	246.146723804	Dibutyl malate	PDSCSYLDRHAHOX	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q157699	Lonicera caerulea	1086606.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera caerulea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1
175293	6238	174	Terpenoids	0.7454545454545455	Carotenoids (C40)	0.36363636363636365	Carotenoids (C40, β-β)	0.34545454545454546	4.0	0.22426274	ISDB	http://www.wikidata.org/entity/Q105234984	RENOKKJLSNZWDC-XLIKFSOKSA-N	InChI=1S/C33H53N5O5/c1-19(2)14-24-29(39)34-25(15-20(3)4)30(40)36-27(17-22(7)8)32(42)38-28(18-23-12-10-9-11-13-23)33(43)37-26(16-21(5)6)31(41)35-24/h9-13,19-22,24-28H,14-18H2,1-8H3,(H,34,39)(H,35,41)(H,36,40)(H,37,43)(H,38,42)/t24-,25-,26-,27-,28-/m0/s1	CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O	C33H53N5O5		599.404669796	cyclo[Leu-Leu-Leu-Leu-Phe]	RENOKKJLSNZWDC	Amino acids and Peptides	Oligopeptides	Cyclic peptides	http://www.wikidata.org/entity/Q131672	Fusarium	655794.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Nectriaceae']	['Unknown']	['Fusarium']	['Unknown']		['Eukaryota']									1	0	1.8970509767532349	1
175291	6237	398							1.0	0.5940324	ISDB									ZOXULAUECYWFFP							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.376129627227783	1
