	feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
780	2768	1.0	0.5913816	ISDB	http://www.wikidata.org/entity/Q104252473	XXNNKVDBGXCFHP-UHFFFAOYSA-N	InChI=1S/C20H19NO6/c1-22-20-16-11(2-3-13-19(16)26-9-23-13)17-18(27-20)12-7-15-14(24-8-25-15)6-10(12)4-5-21-17/h2-3,6-7,17-18,20-21H,4-5,8-9H2,1H3	COC1OC2c3cc4c(cc3CCNC2c2ccc3c(c21)OCO3)OCO4	C20H19NO6	nan	369.1212373279999	Papaverrubine E	XXNNKVDBGXCFHP	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q757026	Papaver atlanticum	605770.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	['Unknown']	['Papaver']	['Papaver atlanticum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	6.365526437759399	1	-1	nan	nan	nan	nan	nan	nan
781	277	1.0	0.5045677	ISDB	http://www.wikidata.org/entity/Q105119994	ITENTBHADJNDDH-DJTMHQFBSA-N	InChI=1S/C16H16O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,19,21,24H,6-7H2,(H,22,23)/b4-2-/t11-,12-,14+,16-/m1/s1	O=C(/C=C\C1=CC(=O)C(=O)C=C1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O	C16H16O9	nan	352.079432092	(1R,3R,4S,5R)-3-[(Z)-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)prop-2-enoyl]oxy-1,4,5-trihydroxycyclohexane-1-carboxylic acid	ITENTBHADJNDDH	Shikimates and Phenylpropanoids	nan	nan	http://www.wikidata.org/entity/Q7186137	Cynara cardunculus	991885.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Cynara']	['Cynara cardunculus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	1	6.51827073097229	1	564	Shikimates and Phenylpropanoids	0.6666666666666666	nan	nan	nan	nan
782	2773	6.0	0.31757063	ISDB	http://www.wikidata.org/entity/Q110172798	JSXCGBWUPLORSN-UHFFFAOYSA-N	InChI=1S/C35H54O7/c1-19-25-20-8-9-23-31(4)12-11-24(41-28-27(38)26(37)21(36)18-40-28)30(2,3)22(31)10-13-33(23,6)32(20,5)14-16-35(25)17-15-34(19,7)42-29(35)39/h8,19,21-28,36-38H,9-18H2,1-7H3	CC1C2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC23CCC1(C)OC3=O	C35H54O7	nan	586.3869540679999	4,5,9,9,13,19,20-Heptamethyl-10-(3,4,5-trihydroxyoxan-2-yl)oxy-21-oxahexacyclo[18.2.2.01,18.04,17.05,14.08,13]tetracos-16-en-22-one	JSXCGBWUPLORSN	Terpenoids	Triterpenoids	Oleanane triterpenoids	http://www.wikidata.org/entity/Q1070309	Rosa laevigata	383273.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Unknown']	['Rosa']	['Rosa laevigata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	6.770282506942749	1	97	Terpenoids	0.9166666666666666	Triterpenoids	0.75	Oleanane triterpenoids	0.5208333333333334
783	2774	5.0	0.0	MS1_match	http://www.wikidata.org/entity/Q209685	QIQXTHQIDYTFRH-UHFFFAOYSA-N	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)	CCCCCCCCCCCCCCCCCC(=O)O	C18H36O2	pos_1_1proton1acetonitrile	284.271530392	Hydron;octadecanoate	QIQXTHQIDYTFRH	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q158150	Symphoricarpos albus	717590.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Symphoricarpos']	['Symphoricarpos albus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	nan	nan	6	3	7.5	1	329	Fatty acids	0.35714285714285715	Fatty Acids and Conjugates	0.35714285714285715	Unsaturated fatty acids	0.35714285714285715
784	2775	1.0	0.52407026	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	PEQAFOAATUJIMD	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.096281051635742	1	-1	nan	nan	nan	nan	nan	nan
785	2778	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76512002	GWCSSLSMGCFIFR-GWKPYITFSA-N	InChI=1S/C20H20O6/c1-24-17-10-13(5-6-16(17)23)19-15(11-22)14-8-12(4-3-7-21)9-18(25-2)20(14)26-19/h3-10,15,19,22-23H,11H2,1-2H3/b4-3+/t15-,19+/m1/s1	COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C=O)cc3[C@H]2CO)ccc1O	C20H20O6	pos_2MHNH3	356.12598835999995	Balanophonin	GWCSSLSMGCFIFR	Shikimates and Phenylpropanoids	Lignans	Neolignans	http://www.wikidata.org/entity/Q2701825	Lonicera morrowii	484242.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera tatarica']	Lonicera tatarica var. morrowii	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	['Lonicera']	nan	7	2	8.0	1	173	Shikimates and Phenylpropanoids	0.7272727272727273	Lignans	0.7272727272727273	Linear diarylheptanoids	0.36363636363636365
786	2779	1.0	0.36337978	ISDB	http://www.wikidata.org/entity/Q115946664	NWYPSJATNKDRKG-UHFFFAOYSA-N	InChI=1S/C12H16O6/c1-16-9-4-7(5-10(17-2)12(9)15)8(13)6-11(14)18-3/h4-5,8,13,15H,6H2,1-3H3	COC(=O)CC(O)c1cc(OC)c(O)c(OC)c1	C12H16O6	nan	256.094688232	nan	NWYPSJATNKDRKG	nan	nan	nan	http://www.wikidata.org/entity/Q25062	Ruta graveolens	596623.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Ruta']	['Ruta graveolens']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.453519105911255	1	301	Shikimates and Phenylpropanoids	0.6428571428571429	Flavonoids	0.42857142857142855	Flavan-3-ols	0.42857142857142855
787	2780	76.0	0.0	MS1_match	http://www.wikidata.org/entity/Q9251595	FKUPPRZPSYCDRS-UHFFFAOYSA-N	InChI=1S/C15H28O2/c16-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-17-15/h1-14H2	O=C1CCCCCCCCCCCCCCO1	C15H28O2	pos_1_1proton	240.208930136	Oxacyclohexadecan-2-one	FKUPPRZPSYCDRS	Fatty acids	Fatty esters	Lactones	http://www.wikidata.org/entity/Q161083	Lonicera japonica	2125.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera japonica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	['Lonicera']	nan	7	3	8.5	1	22	Terpenoids	0.25	Monoterpenoids	0.25	Lactones	0.125
788	2782	111.0	0.3632383	ISDB	http://www.wikidata.org/entity/Q105020839	GUZAIURHRDPBKE-HIEJAJBWSA-N	InChI=1S/C30H46O3/c1-17(2)18-9-12-22-29(18,7)25(33)16-28(6)19-10-11-21-26(3,4)23(31)13-14-27(21,5)20(19)15-24(32)30(22,28)8/h10,15,17-18,21-23,25,31,33H,9,11-14,16H2,1-8H3/t18-,21+,22-,23-,25-,27-,28-,29-,30-/m1/s1	CC(C)[C@H]1CC[C@@H]2[C@]1(C)[C@H](O)C[C@]1(C)C3=CC[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)C3=CC(=O)[C@@]21C	C30H46O3	nan	454.344695332	3alpha,16alpha-Dihydroxyferna-7,9(11)-diene-12-one	GUZAIURHRDPBKE	Terpenoids	Triterpenoids	Fernane and Arborinane triterpenoids	http://www.wikidata.org/entity/Q17435143	Lonicera gracilipes	920854.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera gracilipes']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	['Lonicera']	nan	7	2	9.452953219413757	1	97	Terpenoids	0.9166666666666666	Triterpenoids	0.75	Oleanane triterpenoids	0.5208333333333334
789	2783	4.0	0.45567945	ISDB	http://www.wikidata.org/entity/Q105175104	MYQAIYGVAHDZRD-JUIQTESCSA-N	InChI=1S/C29H44O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-11,13,19-21,23,25,27,30H,7,12,14-18H2,1-6H3/b9-8+/t20-,21-,23+,25-,27+,28+,29-/m1/s1	CC[C@H](/C=C/[C@@H](C)[C@H]1CC=C2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C	C29H44O	nan	408.339216028	(3S,9R,10R,13R,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,16,17-octahydro-1H-cyclopenta[a]phenanthren-3-ol	MYQAIYGVAHDZRD	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q25115044	Actinidia chinensis var. deliciosa	279986.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Actinidiaceae']	['Unknown']	['Actinidia']	['Actinidia deliciosa']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	1	6.322717785835266	1	97	Terpenoids	0.9166666666666666	Triterpenoids	0.75	Oleanane triterpenoids	0.5208333333333334
790	2786	59.0	0.38385373	ISDB	http://www.wikidata.org/entity/Q27132148	VMYXUZSZMNBRCN-UHFFFAOYSA-N	InChI=1S/C15H22/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8-11,14H,5,7H2,1-4H3	CC(C)=CCCC(C)c1ccc(C)cc1	C15H22	nan	202.172150704	alpha-Curcumene	VMYXUZSZMNBRCN	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q912252	Valeriana jatamansi	1035981.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana jatamansi']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	nan	nan	6	2	8.535414934158325	1	333	Terpenoids	0.9166666666666666	Sesquiterpenoids	0.875	Cadinane sesquiterpenoids	0.75
791	2787	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105120480	IUCHWPNAQOIPNG-IPGTZRFSSA-N	InChI=1S/C29H36O11/c1-16(2)10-24(32)36-13-19-14-37-28(40-25(33)11-17(3)4)26-21(19)12-23(39-18(5)30)29(26,35)15-38-27(34)20-8-6-7-9-22(20)31/h6-9,12,14,16-17,23,26,28,31,35H,10-11,13,15H2,1-5H3/t23-,26+,28-,29+/m0/s1	CC(=O)O[C@H]1C=C2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@]1(O)COC(=O)c1ccccc1O	C29H36O11	pos_1_minus1proton1magnesium	560.2257619719999	Jatamanvaltrate I	IUCHWPNAQOIPNG	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q912252	Valeriana jatamansi	1035981.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana jatamansi']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	nan	nan	6	2	7.0	1	23	Terpenoids	0.4270833333333333	Monoterpenoids	0.3541666666666667	Secoiridoid monoterpenoids	0.2604166666666667
792	2788	1.0	0.78349096	ISDB	http://www.wikidata.org/entity/Q27145396	WECGLUPZRHILCT-KKFOGOCZSA-N	InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-/t20-/m1/s1	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](O)CO	C21H38O4	nan	354.27700969599994	3-Linoleoyl-sn-glycerol	WECGLUPZRHILCT	Fatty acids	Glycerolipids	Monoacylglycerols	http://www.wikidata.org/entity/Q15244762	Premna microphylla	503286.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Unknown']	['Premna']	['Premna microphylla']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	1	7.6339638233184814	1	144	Fatty acids	0.8571428571428571	Diterpenoids	0.5714285714285714	Norpimarane and Norisopimarane diterpenoids	0.2857142857142857
793	2790	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q74411654	ABSDACFLIMOXJY-INIZCTEOSA-O	InChI=1S/C20H25NO4/c1-21(2)8-7-14-11-20(25-4)18(23)12-15(14)16(21)9-13-5-6-19(24-3)17(22)10-13/h5-6,10-12,16H,7-9H2,1-4H3,(H-,22,23)/p+1/t16-/m0/s1	COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CC[N+]2(C)C)cc1O	C20H26NO4+	pos_1_1proton1dmso	344.1856347320899	Tembetarine	ABSDACFLIMOXJY	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q10932493	Thalictrum foliolosum	124406.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Unknown']	['Thalictrum']	['Thalictrum foliolosum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	nan	nan	nan	6	3	7.5	1	85	Terpenoids	0.15	Tyrosine alkaloids	0.1	Isoquinoline alkaloids	0.1
794	2793	1.0	0.20833358	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	LLZPQHOZAQNDCM	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.8333343267440796	1	219	nan	nan	nan	nan	nan	nan
795	2796	1.0	0.649582	ISDB	http://www.wikidata.org/entity/Q82123365	ATGWGHLJNFEABD-UHFFFAOYSA-N	InChI=1S/C7H7FN2O4/c1-14-5(11)3-10-2-4(8)6(12)9-7(10)13/h2H,3H2,1H3,(H,9,12,13)	COC(=O)Cn1cc(F)c(O)nc1=O	C7H7FN2O4	nan	202.038984924	1(2H)-pyrimidineacetic acid, 5-fluoro-3,4-dihydro-2,4-dioxo-, methyl ester	ATGWGHLJNFEABD	Alkaloids	nan	nan	http://www.wikidata.org/entity/Q2121221	Phakellia fusca	641012.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Axinellida']	['Axinellidae']	['Unknown']	['Phakellia']	['Phakellia fusca']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.598328113555908	1	-1	nan	nan	nan	nan	nan	nan
796	2797	1.0	0.23032868	ISDB	http://www.wikidata.org/entity/Q105135770	JVJAKTQDSOUGCF-BFPXCNAZSA-N	InChI=1S/C16H24ClNO5/c1-15(22)11(8-9-17)13(20)18-16(15,14(21)23-2)12(19)10-6-4-3-5-7-10/h4,6,10-12,19,22H,3,5,7-9H2,1-2H3,(H,18,20)/t10-,11+,12+,15+,16+/m1/s1	COC(=O)[C@]1([C@@H](O)[C@@H]2C=CCCC2)NC(=O)[C@H](CCCl)[C@]1(C)O	C16H24ClNO5	nan	345.134300548	methyl (2R,3S,4R)-4-(2-chloroethyl)-2-[(S)-[(1S)-cyclohex-2-en-1-yl]-hydroxymethyl]-3-hydroxy-3-methyl-5-oxopyrrolidine-2-carboxylate	JVJAKTQDSOUGCF	Amino acids and Peptides	nan	nan	http://www.wikidata.org/entity/Q16992381	Salinispora tropica	530014.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Micromonosporales']	['Micromonosporaceae']	['Unknown']	['Salinispora']	['Salinispora tropica']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.9213147163391113	1	-1	nan	nan	nan	nan	nan	nan
797	2798	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76512002	GWCSSLSMGCFIFR-GWKPYITFSA-N	InChI=1S/C20H20O6/c1-24-17-10-13(5-6-16(17)23)19-15(11-22)14-8-12(4-3-7-21)9-18(25-2)20(14)26-19/h3-10,15,19,22-23H,11H2,1-2H3/b4-3+/t15-,19+/m1/s1	COc1cc([C@@H]2Oc3c(OC)cc(/C=C/C=O)cc3[C@H]2CO)ccc1O	C20H20O6	pos_1_1proton1ethylamine	356.12598835999995	Balanophonin	GWCSSLSMGCFIFR	Shikimates and Phenylpropanoids	Lignans	Neolignans	http://www.wikidata.org/entity/Q2701825	Lonicera morrowii	484242.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera tatarica']	Lonicera tatarica var. morrowii	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	['Lonicera']	nan	7	1	7.5	1	1121	Shikimates and Phenylpropanoids	0.5	Phenylpropanoids (C6-C3)	0.25	Cinnamic acids and derivatives	0.25
798	2801	6.0	0.56750405	ISDB	http://www.wikidata.org/entity/Q104969865	CTLVRIOTFRWXKP-BGTYHANMSA-N	InChI=1S/C18H28O/c1-13-7-6-8-16-17(13,4)11-9-14(2)18(16,5)12-10-15(3)19/h6-7,14,16H,1,8-12H2,2-5H3/t14-,16-,17+,18+/m1/s1	C=C1C=CC[C@H]2[C@@](C)(CCC(C)=O)[C@H](C)CC[C@@]12C	C18H28O	nan	260.214015516	4-[(1S,2R,4aR,8aS)-1,2,4a-trimethyl-5-methylidene-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]butan-2-one	CTLVRIOTFRWXKP	Terpenoids	Sesquiterpenoids	nan	http://www.wikidata.org/entity/Q7136830	Parentucellia latifolia	981066.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Orobanchaceae']	['Rhinantheae']	['Parentucellia']	['Parentucellia latifolia']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	2	7.270016193389893	1	70	Terpenoids	1.0	Sesquiterpenoids	1.0	Aristolane sesquiterpenoids	0.3157894736842105
799	2803	6.0|6.0|6.0	0.0|0.0|0.0	MS1_match|MS1_match|MS1_match	http://www.wikidata.org/entity/Q105181455|http://www.wikidata.org/entity/Q105027351|http://www.wikidata.org/entity/Q105180410	NLMURPQWNRGYTM-OGGREQCXSA-N|HFIRFUKEPOQTLQ-KTFGOVRASA-N|NJZKNNCKRZJHCK-OGGREQCXSA-N	InChI=1S/C30H34O16/c31-12-19-23(36)25(38)28(41)30(44-19)46-22(35)10-5-15-3-8-17(33)18(11-15)43-29-27(40)26(39)24(37)20(45-29)13-42-21(34)9-4-14-1-6-16(32)7-2-14/h1-11,19-20,23-33,36-41H,12-13H2/b9-4+,10-5+/t19-,20-,23-,24-,25+,26+,27-,28-,29-,30+/m1/s1|InChI=1S/C30H34O16/c31-12-19-23(36)25(38)28(41)30(44-19)46-22(35)10-4-14-1-6-16(7-2-14)43-29-27(40)26(39)24(37)20(45-29)13-42-21(34)9-5-15-3-8-17(32)18(33)11-15/h1-11,19-20,23-33,36-41H,12-13H2/b9-5+,10-4+/t19-,20-,23-,24-,25+,26+,27-,28-,29-,30+/m1/s1|InChI=1S/C30H34O16/c31-12-19-23(36)25(38)28(41)30(44-19)46-22(35)10-5-15-3-8-18(17(33)11-15)43-29-27(40)26(39)24(37)20(45-29)13-42-21(34)9-4-14-1-6-16(32)7-2-14/h1-11,19-20,23-33,36-41H,12-13H2/b9-4+,10-5+/t19-,20-,23-,24-,25+,26+,27-,28-,29-,30+/m1/s1	O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc(/C=C/C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O|O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2ccc(/C=C/C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O|O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2ccc(/C=C/C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O)[C@H](O)[C@@H](O)[C@@H]1O	C30H34O16|C30H34O16|C30H34O16	pos_2_1proton1sodium|pos_2_1proton1sodium|pos_2_1proton1sodium	650.1846850080001|650.184685008|650.1846850080001	[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-5-[(E)-3-oxo-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyprop-1-enyl]phenoxy]oxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate|[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (E)-3-[4-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxyphenyl]prop-2-enoate|[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-hydroxy-4-[(E)-3-oxo-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyprop-1-enyl]phenoxy]oxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate	NLMURPQWNRGYTM|HFIRFUKEPOQTLQ|NJZKNNCKRZJHCK	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q15239177|http://www.wikidata.org/entity/Q15239177|http://www.wikidata.org/entity/Q15239177	Clematis tashiroi|Clematis tashiroi|Clematis tashiroi	21287.0|21287.0|21287.0	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']	['Anemoneae']|['Anemoneae']|['Anemoneae']	['Clematis']|['Clematis']|['Clematis']	['Clematis tashiroi']|['Clematis tashiroi']|['Clematis tashiroi']	nan|nan|nan	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']	['Anemoneae']|['Anemoneae']|['Anemoneae']	['Clematis']|['Clematis']|['Clematis']	nan|nan|nan	8|8|8	3|3|3	9.5|9.5|9.5	1|1|1	11	Shikimates and Phenylpropanoids	0.3707865168539326	Phenylpropanoids (C6-C3)	0.33707865168539325	Cinnamic acids and derivatives	0.33707865168539325
800	2807	1.0	0.21156958	ISDB	http://www.wikidata.org/entity/Q113959899	OUCNJXKGEGGTTI-UHFFFAOYSA-N	InChI=1S/C23H24O4/c1-26-21-14-18(9-6-16-4-3-5-20(25)12-16)22(23(15-21)27-2)13-17-7-10-19(24)11-8-17/h3-5,7-8,10-12,14-15,24-25H,6,9,13H2,1-2H3	COc1cc(CCc2cccc(O)c2)c(Cc2ccc(O)cc2)c(OC)c1	C23H24O4	nan	364.167459248	3-[2-[2-[(4-Hydroxyphenyl)methyl]-3,5-dimethoxyphenyl]ethyl]phenol	OUCNJXKGEGGTTI	Shikimates and Phenylpropanoids	Stilbenoids	Monomeric stilbenes	http://www.wikidata.org/entity/Q4926391	Bletilla ochracea	88911.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Orchidaceae']	['Arethuseae']	['Bletilla']	['Bletilla ochracea']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	4.8462783098220825	1	54	Alkaloids	0.2777777777777778	Tyrosine alkaloids	0.1111111111111111	Isoquinoline alkaloids	0.08333333333333333
